language,model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
it,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.535,0.365,0.439,0.435,0.443,0.370
it,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.387,0.387,0.357,0.370,0.452,0.370
it,NaiveBayes,No Upsampling,NaiveBayes,0.557,0.400,0.357,0.374,0.452,0.365
it,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.557,0.491,0.439,0.383,0.452,0.374
it,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.435,0.396,0.365,0.374,0.448,0.378
it,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.500,0.330,0.374,0.370,0.470,0.526
it,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.530,0.422,0.378,0.365,0.422,0.491
it,NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.557,0.374,0.361,0.374,0.391,0.370
it,NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.557,0.374,0.365,0.374,0.391,0.370
it,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.265,0.309,0.387,0.404,0.200,0.357
it,RandomForest,No Upsampling,RandomForest,0.478,0.526,0.565,0.509,0.522,0.509
it,RandomForest,Random Oversampling,RandomForest_ROS,0.087,0.322,0.204,0.343,0.143,0.335
it,RandomForest,SMOTE,RandomForest_SMOTE,0.248,0.265,0.304,0.361,0.257,0.339
it,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.209,0.300,0.352,0.352,0.235,0.352
it,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.400,0.413,0.391,0.422,0.404,0.465
it,RidgeClassifier,No Upsampling,RidgeClassifier,0.387,0.413,0.400,0.413,0.361,0.426
it,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.383,0.409,0.370,0.409,0.357,0.430
it,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.417,0.409,0.378,0.404,0.361,0.417
it,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.443,0.396,0.404,0.387,0.391,0.465
it,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.513,0.313,0.474,0.417,0.435,0.465
it,SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.487,0.370,0.417,0.465,0.474,0.483
it,SVM,No Upsampling,SVM_rbf,0.161,0.491,0.252,0.448,0.430,0.448
it,SVM,No Upsampling,SVM_sigmoid,0.504,0.487,0.452,0.487,0.461,0.491
it,SVM,Random Oversampling,SVM_rbf_ROS,0.187,0.452,0.352,0.313,0.417,0.430
it,SVM,Random Oversampling,SVM_sigmoid_ROS,0.504,0.417,0.413,0.430,0.452,0.483
it,SVM,SMOTE,SVM_rbf_SMOTE,0.283,0.309,0.335,0.409,0.426,0.435
it,SVM,SMOTE,SVM_sigmoid_SMOTE,0.496,0.409,0.361,0.396,0.452,0.470
it,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.209,0.413,0.357,0.357,0.413,0.457
it,SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.413,0.404,0.400,0.383,0.457,0.457
it,XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.335,0.335,0.352,0.483,0.526,0.452
it,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.522,0.526,0.474,0.543,0.517,0.565
it,XGBoost,No Upsampling,XGBoost_broad,0.387,0.413,0.339,0.439,0.504,0.513
it,XGBoost,No Upsampling,XGBoost_narrow,0.513,0.548,0.526,0.574,0.526,0.557
it,XGBoost,Random Oversampling,XGBoost_broad_ROS,0.248,0.413,0.343,0.404,0.370,0.487
it,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.470,0.548,0.513,0.504,0.517,0.522
it,XGBoost,SMOTE,XGBoost_broad_SMOTE,0.252,0.378,0.374,0.404,0.461,0.478
it,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.443,0.448,0.491,0.522,0.513,0.517
it,XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.304,0.422,0.361,0.452,0.361,0.513
it,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.370,0.500,0.509,0.530,0.530,0.570
po,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.359,0.330,0.398,0.345,0.097,0.403
po,KNN,No Upsampling,kNN,0.306,0.180,0.388,0.335,0.019,0.000
po,KNN,Random Oversampling,kNN_ROS,0.451,0.427,0.320,0.335,0.019,0.000
po,KNN,SMOTE,kNN_SMOTE,0.354,0.427,0.388,0.175,0.097,0.403
po,KNN,SVMSMOTE,kNN_SVMSMOTE,0.306,0.238,0.320,0.175,0.097,0.097
po,LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,0.539,0.466,0.534,0.495,0.553,0.597
po,LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,0.519,0.466,0.534,0.558,0.568,0.602
po,LinearSVM,No Upsampling,LinearSVMDual,0.558,0.481,0.539,0.495,0.558,0.597
po,LinearSVM,Random Oversampling,LinearSVMDual_ROS,0.553,0.471,0.519,0.515,0.573,0.583
po,LinearSVM,SMOTE,LinearSVMDual_SMOTE,0.549,0.456,0.519,0.519,0.549,0.568
po,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.534,0.485,0.563,0.534,0.544,0.655
po,LogisticRegression,No Upsampling,LogisticRegression,0.524,0.451,0.515,0.481,0.456,0.578
po,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.515,0.451,0.515,0.485,0.481,0.558
po,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.524,0.456,0.519,0.495,0.466,0.573
po,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.505,0.456,0.524,0.466,0.515,0.573
po,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.505,0.490,0.553,0.510,0.573,0.641
po,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.461,0.471,0.524,0.495,0.553,0.583
po,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.500,0.495,0.515,0.490,0.558,0.592
po,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.524,0.461,0.529,0.471,0.553,0.583
po,LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.519,0.481,0.524,0.495,0.553,0.587
po,LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.350,0.427,0.374,0.500,0.529,0.578
po,LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.345,0.422,0.500,0.490,0.549,**0.733**
po,LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.345,0.345,0.461,0.490,0.505,0.592
po,LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.350,0.311,0.466,0.500,0.500,0.583
po,LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.286,0.272,0.335,0.519,0.544,0.578
po,LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.558,0.549,0.549,0.519,0.607,0.612
po,LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.578,0.558,0.549,0.515,0.621,0.607
po,LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.568,0.495,0.534,0.534,0.583,0.602
po,LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.544,0.485,0.544,0.544,0.573,0.592
po,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.515,0.476,0.519,0.495,0.549,0.602
po,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.476,0.495,0.510,0.544,0.592,0.636
po,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.481,0.490,0.490,0.524,0.626,0.646
po,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.471,0.476,0.515,0.544,0.534,0.641
po,NaiveBayes,No Upsampling,NaiveBayes,0.471,0.476,0.519,0.544,0.573,0.641
po,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.471,0.481,0.529,0.549,0.592,0.641
po,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.471,0.481,0.524,0.544,0.587,0.641
po,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.490,0.461,0.524,0.495,0.587,0.631
po,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.451,0.471,0.485,0.505,0.583,0.626
po,NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.471,0.481,0.515,0.544,0.524,0.636
po,NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.471,0.476,0.515,0.544,0.524,0.641
po,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.316,0.461,0.403,0.398,0.461,0.529
po,RandomForest,No Upsampling,RandomForest,0.286,0.558,0.553,0.524,0.505,0.563
po,RandomForest,Random Oversampling,RandomForest_ROS,0.335,0.539,0.481,0.456,0.461,0.437
po,RandomForest,SMOTE,RandomForest_SMOTE,0.141,0.427,0.403,0.417,0.417,0.519
po,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.398,0.456,0.422,0.417,0.403,0.485
po,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.539,0.471,0.500,0.481,0.563,0.558
po,RidgeClassifier,No Upsampling,RidgeClassifier,0.529,0.471,0.500,0.490,0.578,0.534
po,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.534,0.505,0.500,0.461,0.558,0.549
po,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.510,0.466,0.505,0.466,0.568,0.539
po,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.364,0.461,0.510,0.471,0.534,0.544
po,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.515,0.413,0.476,0.471,0.505,0.558
po,SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.481,0.519,0.505,0.519,0.583,0.573
po,SVM,No Upsampling,SVM_rbf,0.476,0.393,0.519,0.500,0.549,0.515
po,SVM,No Upsampling,SVM_sigmoid,0.515,0.505,0.505,0.524,0.553,0.553
po,SVM,Random Oversampling,SVM_rbf_ROS,0.461,0.461,0.529,0.481,0.544,0.524
po,SVM,Random Oversampling,SVM_sigmoid_ROS,0.490,0.442,0.447,0.485,0.578,0.510
po,SVM,SMOTE,SVM_rbf_SMOTE,0.476,0.481,0.442,0.485,0.451,0.524
po,SVM,SMOTE,SVM_sigmoid_SMOTE,0.549,0.447,0.476,0.447,0.437,0.515
po,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.451,0.388,0.524,0.505,0.597,0.549
po,SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.524,0.539,0.481,0.451,0.602,0.563
po,XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.461,0.500,0.534,0.549,0.553,0.587
po,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,**0.733**,0.631,0.607,0.597,0.617,0.670
po,XGBoost,No Upsampling,XGBoost_broad,0.481,0.500,0.442,0.447,0.461,0.529
po,XGBoost,No Upsampling,XGBoost_narrow,0.650,0.670,0.587,0.602,0.583,0.709
po,XGBoost,Random Oversampling,XGBoost_broad_ROS,0.447,0.437,0.422,0.485,0.553,0.539
po,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.723,0.583,0.563,0.626,0.568,0.655
po,XGBoost,SMOTE,XGBoost_broad_SMOTE,0.529,0.485,0.510,0.476,0.617,0.529
po,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.728,0.597,0.646,0.583,0.597,0.646
po,XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.597,0.466,0.583,0.447,0.476,0.539
po,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.728,0.646,0.563,0.578,0.612,0.670
ru,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.233,0.012,0.267,0.279,0.291,0.186
ru,KNN,No Upsampling,kNN,0.070,0.174,0.186,0.233,0.186,0.233
ru,KNN,Random Oversampling,kNN_ROS,0.256,0.140,0.093,0.174,0.326,0.233
ru,KNN,SMOTE,kNN_SMOTE,0.233,0.174,0.035,0.209,0.081,0.151
ru,KNN,SVMSMOTE,kNN_SVMSMOTE,0.058,0.151,0.105,0.209,0.128,0.198
ru,LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,0.314,0.349,0.221,0.326,0.198,0.326
ru,LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,0.291,0.337,0.209,0.291,0.267,0.291
ru,LinearSVM,No Upsampling,LinearSVMDual,0.302,0.256,0.209,0.314,0.198,0.291
ru,LinearSVM,Random Oversampling,LinearSVMDual_ROS,0.314,0.360,0.209,0.326,0.256,0.302
ru,LinearSVM,SMOTE,LinearSVMDual_SMOTE,0.314,0.279,0.221,0.256,0.233,0.291
ru,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.326,0.302,0.256,0.326,0.267,0.395
ru,LogisticRegression,No Upsampling,LogisticRegression,0.302,0.244,0.198,0.267,0.151,0.244
ru,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.279,0.221,0.186,0.244,0.163,0.244
ru,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.279,0.233,0.233,0.267,0.198,0.267
ru,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.360,0.256,0.256,0.256,0.233,0.279
ru,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.221,0.337,0.314,0.326,0.198,0.314
ru,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.314,0.337,0.244,0.256,0.198,0.337
ru,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.105,0.279,0.256,0.279,0.267,0.372
ru,LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.233,0.302,0.244,0.314,0.198,0.395
ru,LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.209,0.279,0.198,0.419,0.291,0.372
ru,LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.221,0.302,0.221,0.326,0.302,0.395
ru,LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.233,0.326,0.221,0.314,0.209,0.407
ru,LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.221,0.291,0.209,0.337,0.209,0.384
ru,LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.209,0.291,0.256,0.314,0.221,0.360
ru,LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.349,0.337,0.279,0.314,0.256,0.337
ru,LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.326,0.326,0.326,0.302,0.256,0.302
ru,LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.302,0.302,0.233,0.302,0.233,0.291
ru,LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.314,0.326,0.267,0.267,0.221,0.279
ru,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.302,0.221,0.244,0.233,0.256,0.279
ru,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.395,0.291,0.233,0.302,0.337,0.360
ru,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.419,0.302,0.198,0.302,0.360,0.244
ru,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.419,0.302,0.163,0.302,0.221,0.267
ru,NaiveBayes,No Upsampling,NaiveBayes,0.419,0.302,0.163,0.302,0.221,0.302
ru,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.419,0.302,0.186,0.291,0.233,0.302
ru,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.419,0.302,0.163,0.291,0.221,0.256
ru,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.372,0.291,0.256,0.326,0.360,0.302
ru,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.384,0.291,0.244,0.326,0.326,0.302
ru,NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.419,0.291,0.244,0.314,0.302,0.302
ru,NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.419,0.302,0.163,0.291,0.221,0.198
ru,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.163,0.070,0.105,0.198,0.105,0.314
ru,RandomForest,No Upsampling,RandomForest,**0.535**,0.477,0.326,0.244,0.326,0.302
ru,RandomForest,Random Oversampling,RandomForest_ROS,0.116,0.151,0.233,0.233,0.279,0
ru,RandomForest,SMOTE,RandomForest_SMOTE,0.140,0.058,0.047,0.163,0.070,0.302
ru,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.105,0.081,0.070,0.186,0.105,0.116
ru,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.326,0.360,0.244,0.279,0.244,0.256
ru,RidgeClassifier,No Upsampling,RidgeClassifier,0.326,0.360,0.209,0.279,0.267,0.256
ru,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.326,0.337,0.221,0.244,0.209,0.244
ru,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.326,0.302,0.209,0.209,0.233,0.233
ru,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.326,0.349,0.244,0.267,0.244,0.291
ru,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.267,0.465,0.279,0.221,0.326,0.291
ru,SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.384,0.395,0.291,0.279,0.337,0.302
ru,SVM,No Upsampling,SVM_rbf,0.326,0.465,0.326,0.198,0.302,0.326
ru,SVM,No Upsampling,SVM_sigmoid,0.407,0.453,0.279,0.256,0.326,0.302
ru,SVM,Random Oversampling,SVM_rbf_ROS,0.326,0.465,0.256,0.209,0.326,0.314
ru,SVM,Random Oversampling,SVM_sigmoid_ROS,0.419,0.465,0.326,0.198,0.302,0.267
ru,SVM,SMOTE,SVM_rbf_SMOTE,0.326,0.465,0.256,0.209,0.326,0.279
ru,SVM,SMOTE,SVM_sigmoid_SMOTE,0.407,0.477,0.267,0.302,0.233,0.209
ru,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.326,0.465,0.279,0.256,0.337,0.267
ru,SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.395,0.453,0.233,0.267,0.279,0.326
ru,XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.244,0.221,0.209,0.221,0.314,0.314
ru,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.302,0.267,0.314,0.314,0.372,0.384
ru,XGBoost,No Upsampling,XGBoost_broad,0.407,0.267,0.244,0.174,0.302,0.337
ru,XGBoost,No Upsampling,XGBoost_narrow,0.326,0.302,0.302,0.360,0.360,0.384
ru,XGBoost,Random Oversampling,XGBoost_broad_ROS,0.128,0.256,0.198,0.302,0.314,0.500
ru,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.221,0.326,0.337,0.349,0.384,**0.535**
ru,XGBoost,SMOTE,XGBoost_broad_SMOTE,0.256,0.279,0.209,0.198,0.349,0.349
ru,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.233,0.326,0.314,0.337,0.407,0.488
ru,XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.163,0.256,0.267,0.221,0.314,0.384
ru,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.337,0.279,0.291,0.302,0.337,0.512
