language,model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
it,LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidge_ROS,0.408,0.434,0.416,0.466,0.413,0.465
it,LogisticRegressionRidge,SMOTE,LogisticRegressionRidge_SMOTE,0.416,0.438,0.417,0.464,0.424,0.461
it,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidge_SVMSMOTE,0.431,0.403,0.396,0.448,0.435,0.473
it,Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.411,0.415,0.366,0.437,0.304,0.374
it,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.509,0.509,0.549,0.572,0.576,**0.629**
it,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.507,0.499,0.536,0.577,0.577,0.614
it,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.433,0.395,0.396,0.411,0.418,0.401
it,NaiveBayes,No Upsampling,NaiveBayes,0.157,0.195,0.211,0.241,0.270,0.294
it,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.502,0.515,0.553,0.577,0.594,0.607
it,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.492,0.543,0.547,0.575,0.575,0.625
it,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.463,0.503,0.547,0.587,0.578,0.615
it,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.479,0.496,0.545,0.589,0.588,0.614
it,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.310,0.427,0.409,0.443,0.409,0.451
it,RandomForest,No Upsampling,RandomForest,0.346,0.400,0.402,0.413,0.374,0.444
it,RandomForest,Random Oversampling,RandomForest_ROS,0.351,0.457,0.430,0.476,0.446,0.502
it,RandomForest,SMOTE,RandomForest_SMOTE,0.327,0.421,0.398,0.446,0.396,0.473
it,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.325,0.396,0.373,0.462,0.365,0.470
it,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.405,0.427,0.412,0.459,0.424,0.463
it,RidgeClassifier,No Upsampling,RidgeClassifier,0.401,0.431,0.412,0.459,0.424,0.463
it,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.401,0.431,0.412,0.459,0.424,0.463
it,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.401,0.431,0.412,0.459,0.424,0.463
it,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.450,0.418,0.402,0.446,0.435,0.508
it,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.226,0.017,0.024,0.059,0.072,0.160
it,SVM,No Upsampling,SVM_rbf,0.160,0.008,0.032,0.142,0.142,0.257
it,SVM,RakelD Partitioning of labels,RakelD_SVM,0.128,0.000,0.123,0.042,0.224,0.187
it,SVM,Random Oversampling,SVM_rbf_ROS,0.278,0.033,0.041,0.218,0.166,0.338
it,SVM,SMOTE,SVM_rbf_SMOTE,0.229,0.017,0.024,0.067,0.043,0.182
it,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.359,0.017,0.024,0.040,0.024,0.144
it,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.264,0.396,0.370,0.399,0.412,0.440
it,XGBoost,No Upsampling,XGBoost_narrow,0.281,0.406,0.359,0.399,0.425,0.465
it,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.308,0.456,0.401,0.431,0.452,0.465
it,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.241,0.418,0.364,0.429,0.413,0.488
it,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.277,0.420,0.364,0.407,0.432,0.486
po,Binary Relevance kNN,Natively Multilabel,BRkNNaClassifier,0.319,0.238,0.278,0.009,0.078,0.009
po,Binary Relevance kNN,Natively Multilabel,BRkNNbClassifier,0.384,0.350,0.319,0.150,0.145,0.111
po,ComplementNaiveBayes,RakelD Partitioning of labels,RakelD_ComplementNB,0.503,0.440,0.531,0.525,0.570,0.621
po,Dummy Classifier,No Upsampling,DummyMostFrequent,0.281,0.281,0.281,0.281,0.281,0.281
po,Dummy Classifier,No Upsampling,DummyProbSampling,0.425,0.454,0.438,0.427,0.425,0.443
po,Dummy Classifier,No Upsampling,DummyUniformSampling,0.501,0.438,0.491,0.414,0.461,0.485
po,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.525,0.361,0.366,0.335,0.327,0.297
po,KNN,No Upsampling,kNN,0.480,0.419,0.349,0.241,0.285,0.134
po,KNN,Random Oversampling,kNN_ROS,0.520,0.444,0.416,0.332,0.337,0.210
po,KNN,SMOTE,kNN_SMOTE,0.472,0.338,0.338,0.323,0.327,0.325
po,KNN,SVMSMOTE,kNN_SVMSMOTE,0.534,0.428,0.452,0.342,0.328,0
po,LinearSVM,BorderlineSMOTE,LinearSVM_BorderlineSMOTE,0.531,0.454,0.503,0.465,0.545,0.550
po,LinearSVM,BorderlineSMOTE,LinearSVM_SVMSMOTE,0.531,0.454,0.503,0.465,0.545,0
po,LinearSVM,No Upsampling,LinearSVM,0.531,0.454,0.503,0.465,0.545,0.550
po,LinearSVM,RakelD Partitioning of labels,RakelD_LineaSVM,0.525,0.453,0.469,0.457,0.544,0.536
po,LinearSVM,Random Oversampling,LinearSVM_ROS,0.531,0.454,0.503,0.465,0.545,0.550
po,LinearSVM,SMOTE,LinearSVM_SMOTE,0.531,0.454,0.503,0.465,0.545,0.550
po,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.538,0.452,0.509,0.492,0.496,0.558
po,LogisticRegression,No Upsampling,LogisticRegression,0.530,0.471,0.506,0.470,0.535,0.551
po,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.528,0.461,0.509,0.466,0.519,0.579
po,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.538,0.454,0.509,0.486,0.524,0.540
po,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.508,0.457,0.519,0.475,0.537,0.540
po,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.493,0.444,0.481,0.477,0.555,0.578
po,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.499,0.441,0.485,0.470,0.522,0.574
po,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.513,0.448,0.486,0.480,0.556,0.581
po,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.493,0.444,0.475,0.482,0.559,0.579
po,LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.502,0.470,0.473,0.477,0.531,0.573
po,LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.412,0.483,0.479,0.483,0.558,0.554
po,LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.410,0.470,0.468,0.464,0.532,0.545
po,LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.410,0.484,0.482,0.477,0.549,0.545
po,LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.412,0.484,0.476,0.509,0.554,0.558
po,LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.390,0.429,0.491,0.489,0.570,0.566
po,LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidge_BorderlineSMOTE,0.546,0.478,0.539,0.498,0.573,0.561
po,LogisticRegressionRidge,No Upsampling,LogisticRegressionRidge,0.541,0.473,0.526,0.492,0.575,0.541
po,LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.553,0.449,0.516,0.468,0.519,0.525
po,LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidge_ROS,0.536,0.470,0.525,0.504,0.581,0.571
po,LogisticRegressionRidge,SMOTE,LogisticRegressionRidge_SMOTE,0.545,0.480,0.537,0.488,0.579,0.574
po,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidge_SVMSMOTE,0.515,0.472,0.519,0.493,0.554,0.577
po,Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.414,0.394,0.504,0.411,0.456,0.386
po,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.499,0.539,0.589,0.613,0.615,0.657
po,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.501,0.555,0.578,0.611,0.606,0.662
po,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.511,0.505,0.525,0.521,0.512,0.467
po,NaiveBayes,No Upsampling,NaiveBayes,0.368,0.365,0.406,0.402,0.403,0.417
po,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.526,0.549,0.580,0.603,0.602,0.662
po,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.511,0.557,0.581,0.601,0.603,**0.666**
po,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.517,0.545,0.581,0.615,0.595,0.656
po,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.516,0.546,0.578,0.615,0.597,0.663
po,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.465,0.461,0.418,0.472,0.502,0.567
po,RandomForest,No Upsampling,RandomForest,0.472,0.461,0.434,0.413,0.446,0.475
po,RandomForest,Random Oversampling,RandomForest_ROS,0.516,0.492,0.480,0.477,0.555,0.609
po,RandomForest,SMOTE,RandomForest_SMOTE,0.475,0.440,0.439,0.437,0.515,0.531
po,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.469,0.470,0.448,0.472,0.473,0.512
po,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.538,0.472,0.526,0.481,0.572,0.582
po,RidgeClassifier,No Upsampling,RidgeClassifier,0.538,0.465,0.526,0.481,0.572,0.582
po,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.538,0.472,0.526,0.481,0.572,0.582
po,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.538,0.472,0.526,0.481,0.572,0.582
po,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.505,0.464,0.518,0.489,0.566,0.594
po,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.433,0.315,0.342,0.373,0.364,0.380
po,SVM,No Upsampling,SVM_rbf,0.326,0.256,0.337,0.406,0.433,0.422
po,SVM,RakelD Partitioning of labels,RakelD_SVM,0.303,0.260,0.347,0.340,0.353,0.330
po,SVM,Random Oversampling,SVM_rbf_ROS,0.402,0.299,0.351,0.435,0.445,0.437
po,SVM,SMOTE,SVM_rbf_SMOTE,0.441,0.323,0.345,0.372,0.373,0.379
po,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.489,0.305,0.344,0.352,0.380,0.362
po,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.456,0.489,0.474,0.479,0.543,0.611
po,XGBoost,No Upsampling,XGBoost_narrow,0.450,0.461,0.489,0.505,0.546,0.624
po,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.480,0.490,0.472,0.489,0.542,0.582
po,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.459,0.489,0.484,0.462,0.548,0.615
po,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.454,0.462,0.467,0.474,0.527,0.621
ru,Binary Relevance kNN,Natively Multilabel,BRkNNaClassifier,0.171,0.022,0.000,0.022,0.016,0.022
ru,Binary Relevance kNN,Natively Multilabel,BRkNNbClassifier,0.106,0.135,0.101,0.124,0.101,0.101
ru,ComplementNaiveBayes,RakelD Partitioning of labels,RakelD_ComplementNB,0.415,0.324,0.334,0.374,0.319,0.339
ru,Dummy Classifier,No Upsampling,DummyMostFrequent,0.000,0.000,0.000,0.000,0.000,0.000
ru,Dummy Classifier,No Upsampling,DummyProbSampling,0.265,0.189,0.234,0.247,0.189,0.192
ru,Dummy Classifier,No Upsampling,DummyUniformSampling,0.296,0.272,0.284,0.291,0.321,0.265
ru,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.349,0.348,0.335,0.344,0.349,0.302
ru,KNN,No Upsampling,kNN,0.193,0.140,0.070,0.036,0.123,0.121
ru,KNN,Random Oversampling,kNN_ROS,0.358,0.311,0.249,0.253,0.196,0.173
ru,KNN,SMOTE,kNN_SMOTE,0.356,0.368,0.349,0.349,0.349,0.349
ru,KNN,SVMSMOTE,kNN_SVMSMOTE,0,0,0,0,0.349,0
ru,LinearSVM,BorderlineSMOTE,LinearSVM_BorderlineSMOTE,0.315,0.192,0.221,0.253,0.242,0.312
ru,LinearSVM,BorderlineSMOTE,LinearSVM_SVMSMOTE,0,0,0,0,0.242,0
ru,LinearSVM,No Upsampling,LinearSVM,0.309,0.192,0.221,0.253,0.242,0.312
ru,LinearSVM,RakelD Partitioning of labels,RakelD_LineaSVM,0.320,0.213,0.231,0.242,0.276,0.351
ru,LinearSVM,Random Oversampling,LinearSVM_ROS,0.316,0.192,0.221,0.253,0.242,0.312
ru,LinearSVM,SMOTE,LinearSVM_SMOTE,0.321,0.192,0.221,0.253,0.242,0.312
ru,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.300,0.192,0.273,0.253,0.236,0.327
ru,LogisticRegression,No Upsampling,LogisticRegression,0.309,0.212,0.271,0.261,0.239,0.305
ru,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.301,0.209,0.264,0.243,0.251,0.309
ru,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.302,0.201,0.279,0.243,0.240,0.312
ru,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.303,0.264,0.234,0,0.295,0.297
ru,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.290,0.180,0.205,0.256,0.278,0.340
ru,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.279,0.158,0.195,0.235,0.267,0.285
ru,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.286,0.220,0.189,0.255,0.263,0.343
ru,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.290,0.191,0.205,0.230,0.276,0.340
ru,LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.308,0.205,0.221,0,0.251,0.334
ru,LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.294,0.223,0.211,0.373,0.347,0.373
ru,LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.294,0.213,0.178,0.377,0.344,0.337
ru,LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.294,0.223,0.217,0.369,0.330,0.373
ru,LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.283,0.240,0.189,0.380,0.323,0.382
ru,LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.299,0.235,0.221,0,0.269,0.388
ru,LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidge_BorderlineSMOTE,0.312,0.362,0.321,0.311,0.289,0.317
ru,LogisticRegressionRidge,No Upsampling,LogisticRegressionRidge,0.317,0.281,0.332,0.292,0.235,0.298
ru,LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.316,0.219,0.281,0.323,0.272,0.300
ru,LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidge_ROS,0.330,0.380,0.295,0.330,0.303,0.327
ru,LogisticRegressionRidge,SMOTE,LogisticRegressionRidge_SMOTE,0.334,0.358,0.303,0.334,0.289,0.324
ru,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidge_SVMSMOTE,0.335,0.291,0.297,0,0.313,0.318
ru,Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.254,0.254,0.258,0.261,0.198,0.192
ru,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.391,0.415,0.429,0.416,0.421,0.468
ru,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.359,0.403,0.439,0.412,0.409,0.498
ru,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.352,0.351,0.360,0.303,0.303,0.253
ru,NaiveBayes,No Upsampling,NaiveBayes,0.022,0.000,0.022,0.041,0.000,0.059
ru,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.382,0.400,0.406,0.440,0.487,0.483
ru,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.369,0.396,0.426,0.463,0.476,0.488
ru,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.375,0.435,0.426,0.451,0.459,0.495
ru,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.389,0.398,0.409,0.446,0.442,**0.504**
ru,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.194,0.186,0.155,0.197,0.184,0.283
ru,RandomForest,No Upsampling,RandomForest,0.158,0.164,0.159,0.173,0.184,0.240
ru,RandomForest,Random Oversampling,RandomForest_ROS,0.296,0.230,0.196,0.249,0.337,0.318
ru,RandomForest,SMOTE,RandomForest_SMOTE,0.191,0.166,0.208,0.208,0.224,0.290
ru,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.152,0.184,0.165,0,0.219,0.284
ru,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.327,0.378,0.292,0.321,0.303,0.327
ru,RidgeClassifier,No Upsampling,RidgeClassifier,0.328,0.378,0.292,0.321,0.303,0.327
ru,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.327,0.378,0.292,0.321,0.303,0.327
ru,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.327,0.378,0.292,0.321,0.303,0.327
ru,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.317,0.312,0.301,0,0.313,0.323
ru,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.097,0.000,0.000,0.000,0.021,0.000
ru,SVM,No Upsampling,SVM_rbf,0.038,0.000,0.000,0.021,0.014,0.029
ru,SVM,RakelD Partitioning of labels,RakelD_SVM,0.041,0.000,0.041,0.000,0.021,0.000
ru,SVM,Random Oversampling,SVM_rbf_ROS,0.151,0.000,0.022,0.027,0.048,0.031
ru,SVM,SMOTE,SVM_rbf_SMOTE,0.098,0.000,0.000,0.000,0.021,0.000
ru,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.181,0.022,0.000,0,0.021,0.000
ru,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.184,0.142,0.222,0.286,0.312,0.383
ru,XGBoost,No Upsampling,XGBoost_narrow,0.226,0.246,0.225,0.312,0.303,0.354
ru,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.245,0.229,0.249,0.332,0.366,0.429
ru,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.204,0.148,0.223,0.294,0.319,0.382
ru,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.214,0.186,0.208,0,0.320,0.380
