language,model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
fr,LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.41 $\pm$ 0.02,0.38 $\pm$ 0.02,0.42 $\pm$ 0.01,0.42 $\pm$ 0.02,0.43 $\pm$ 0.01,0.45 $\pm$ 0.01
fr,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.40 $\pm$ 0.02,0.41 $\pm$ 0.02,0.46 $\pm$ 0.02,0.43 $\pm$ 0.03,0.42 $\pm$ 0.04,0.46 $\pm$ 0.01
fr,Multi-label ARAM,Natively Multilabel,MLARAM,0.20 $\pm$ 0.05,0.13 $\pm$ 0.02,0.10 $\pm$ 0.01,0.21 $\pm$ 0.03,0.21 $\pm$ 0.02,0.24 $\pm$ 0.02
fr,Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.37 $\pm$ 0.03,0.38 $\pm$ 0.04,0.46 $\pm$ 0.02,0.49 $\pm$ 0.02,0.45 $\pm$ 0.04,0.55 $\pm$ 0.05
fr,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.39 $\pm$ 0.02,0.38 $\pm$ 0.03,0.42 $\pm$ 0.03,0.44 $\pm$ 0.02,0.43 $\pm$ 0.00,0.48 $\pm$ 0.01
fr,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.38 $\pm$ 0.01,0.39 $\pm$ 0.04,0.42 $\pm$ 0.03,0.44 $\pm$ 0.02,0.44 $\pm$ 0.01,0.50 $\pm$ 0.01
fr,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.37 $\pm$ 0.01,0.38 $\pm$ 0.03,0.41 $\pm$ 0.03,0.42 $\pm$ 0.02,0.44 $\pm$ 0.01,0.52 $\pm$ 0.03
fr,NaiveBayes,No Upsampling,NaiveBayes,0.34 $\pm$ 0.02,0.38 $\pm$ 0.02,0.41 $\pm$ 0.03,0.42 $\pm$ 0.02,0.43 $\pm$ 0.00,0.52 $\pm$ 0.02
fr,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.34 $\pm$ 0.02,0.39 $\pm$ 0.03,0.42 $\pm$ 0.03,0.43 $\pm$ 0.02,0.44 $\pm$ 0.01,0.50 $\pm$ 0.04
fr,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.36 $\pm$ 0.01,0.38 $\pm$ 0.03,0.41 $\pm$ 0.03,0.42 $\pm$ 0.03,0.44 $\pm$ 0.01,0.52 $\pm$ 0.03
fr,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.36 $\pm$ 0.04,0.39 $\pm$ 0.01,0.42 $\pm$ 0.03,0.45 $\pm$ 0.02,0.42 $\pm$ 0.01,0.49 $\pm$ 0.01
fr,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.34 $\pm$ 0.02,0.39 $\pm$ 0.03,0.42 $\pm$ 0.03,0.45 $\pm$ 0.04,0.43 $\pm$ 0.00,0.50 $\pm$ 0.02
fr,NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.35 $\pm$ 0.02,0.38 $\pm$ 0.03,0.41 $\pm$ 0.02,0.42 $\pm$ 0.02,0.44 $\pm$ 0.01,0.53 $\pm$ 0.02
fr,NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.35 $\pm$ 0.01,0.38 $\pm$ 0.03,0.41 $\pm$ 0.03,0.43 $\pm$ 0.01,0.44 $\pm$ 0.01,0.52 $\pm$ 0.03
fr,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.44 $\pm$ 0.01,0.34 $\pm$ 0.04,0.38 $\pm$ 0.03,0.43 $\pm$ 0.04,0.43 $\pm$ 0.04,0.49 $\pm$ 0.03
fr,RandomForest,No Upsampling,RandomForest,0.43 $\pm$ 0.01,0.35 $\pm$ 0.03,0.37 $\pm$ 0.02,0.42 $\pm$ 0.02,0.42 $\pm$ 0.02,0.48 $\pm$ 0.03
fr,RandomForest,Random Oversampling,RandomForest_ROS,0.44 $\pm$ 0.02,0.37 $\pm$ 0.02,0.38 $\pm$ 0.01,0.41 $\pm$ 0.01,0.44 $\pm$ 0.02,0.53 $\pm$ 0.04
fr,RandomForest,SMOTE,RandomForest_SMOTE,0.43 $\pm$ 0.01,0.36 $\pm$ 0.03,0.35 $\pm$ 0.02,0.43 $\pm$ 0.02,0.42 $\pm$ 0.02,0.49 $\pm$ 0.04
fr,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.43 $\pm$ 0.01,0.37 $\pm$ 0.03,0.38 $\pm$ 0.03,0.42 $\pm$ 0.02,0.41 $\pm$ 0.01,0.51 $\pm$ 0.02
fr,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.38 $\pm$ 0.05,0.45 $\pm$ 0.02,0.47 $\pm$ 0.04,0.44 $\pm$ 0.01,0.45 $\pm$ 0.02,0.52 $\pm$ 0.01
fr,RidgeClassifier,No Upsampling,RidgeClassifier,0.42 $\pm$ 0.02,0.45 $\pm$ 0.00,0.49 $\pm$ 0.00,0.46 $\pm$ 0.03,0.46 $\pm$ 0.02,0.54 $\pm$ 0.01
fr,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.35 $\pm$ 0.00,0.44 $\pm$ 0.07,0.44 $\pm$ 0.07,0.45 $\pm$ 0.02,0.47 $\pm$ 0.02,0.54 $\pm$ 0.02
fr,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.40 $\pm$ 0.04,0.44 $\pm$ 0.02,0.47 $\pm$ 0.05,0.46 $\pm$ 0.03,0.48 $\pm$ 0.04,0.51 $\pm$ 0.02
fr,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.39 $\pm$ 0.03,0.45 $\pm$ 0.03,0.45 $\pm$ 0.01,0.45 $\pm$ 0.02,0.44 $\pm$ 0.02,0.52 $\pm$ 0.03
fr,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.40 $\pm$ 0.01,0.32 $\pm$ 0.13,0.47 $\pm$ 0.03,0.47 $\pm$ 0.06,0.47 $\pm$ 0.01,0.52 $\pm$ 0.02
fr,SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.39 $\pm$ 0.03,0.40 $\pm$ 0.04,0.35 $\pm$ 0.01,0.42 $\pm$ 0.03,0.43 $\pm$ 0.00,0.46 $\pm$ 0.02
fr,SVM,No Upsampling,SVM_rbf,0.42 $\pm$ 0.03,0.28 $\pm$ 0.12,0.40 $\pm$ 0.13,0.44 $\pm$ 0.02,0.47 $\pm$ 0.01,0.56 $\pm$ 0.02
fr,SVM,No Upsampling,SVM_sigmoid,0.38 $\pm$ 0.03,0.39 $\pm$ 0.03,0.39 $\pm$ 0.04,0.41 $\pm$ 0.01,0.44 $\pm$ 0.01,0.48 $\pm$ 0.03
fr,SVM,RakelD Partitioning of labels,RakelD_SVM,0.37 $\pm$ 0.01,0.34 $\pm$ 0.03,0.36 $\pm$ 0.02,0.40 $\pm$ 0.02,0.40 $\pm$ 0.02,0.45 $\pm$ 0.01
fr,SVM,Random Oversampling,SVM_rbf_ROS,0.41 $\pm$ 0.02,0.12 $\pm$ 0.02,0.53 $\pm$ 0.05,0.48 $\pm$ 0.01,0.49 $\pm$ 0.01,0.50 $\pm$ 0.02
fr,SVM,Random Oversampling,SVM_sigmoid_ROS,0.37 $\pm$ 0.01,0.39 $\pm$ 0.06,0.36 $\pm$ 0.03,0.44 $\pm$ 0.03,0.45 $\pm$ 0.02,0.51 $\pm$ 0.02
fr,SVM,SMOTE,SVM_rbf_SMOTE,0.39 $\pm$ 0.03,0.09 $\pm$ 0.03,0.53 $\pm$ 0.07,0.45 $\pm$ 0.02,0.48 $\pm$ 0.02,0.55 $\pm$ 0.04
fr,SVM,SMOTE,SVM_sigmoid_SMOTE,0.35 $\pm$ 0.02,0.35 $\pm$ 0.02,0.41 $\pm$ 0.04,0.44 $\pm$ 0.05,0.42 $\pm$ 0.01,0.50 $\pm$ 0.03
fr,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.41 $\pm$ 0.01,0.14 $\pm$ 0.01,0.40 $\pm$ 0.16,0.44 $\pm$ 0.02,0.46 $\pm$ 0.02,**0.57 $\pm$ 0.01**
fr,SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.38 $\pm$ 0.02,0.36 $\pm$ 0.02,0.38 $\pm$ 0.03,0.44 $\pm$ 0.03,0.42 $\pm$ 0.02,0.51 $\pm$ 0.04
fr,XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.33 $\pm$ 0.04,0.32 $\pm$ 0.02,0.35 $\pm$ 0.04,0.35 $\pm$ 0.02,0.35 $\pm$ 0.03,0.42 $\pm$ 0.03
fr,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.32 $\pm$ 0.04,0.32 $\pm$ 0.02,0.35 $\pm$ 0.03,0.36 $\pm$ 0.02,0.36 $\pm$ 0.03,0.45 $\pm$ 0.01
fr,XGBoost,No Upsampling,XGBoost_broad,0.34 $\pm$ 0.05,0.31 $\pm$ 0.01,0.33 $\pm$ 0.03,0.35 $\pm$ 0.03,0.34 $\pm$ 0.04,0.45 $\pm$ 0.02
fr,XGBoost,No Upsampling,XGBoost_narrow,0.32 $\pm$ 0.02,0.30 $\pm$ 0.01,0.34 $\pm$ 0.04,0.35 $\pm$ 0.01,0.35 $\pm$ 0.03,0.46 $\pm$ 0.04
fr,XGBoost,Random Oversampling,XGBoost_broad_ROS,0.32 $\pm$ 0.03,0.31 $\pm$ 0.01,0.34 $\pm$ 0.04,0.38 $\pm$ 0.02,0.35 $\pm$ 0.03,0.45 $\pm$ 0.03
fr,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.31 $\pm$ 0.03,0.34 $\pm$ 0.02,0.36 $\pm$ 0.04,0.37 $\pm$ 0.00,0.37 $\pm$ 0.03,0.46 $\pm$ 0.03
fr,XGBoost,SMOTE,XGBoost_broad_SMOTE,0.31 $\pm$ 0.03,0.33 $\pm$ 0.02,0.35 $\pm$ 0.03,0.34 $\pm$ 0.00,0.38 $\pm$ 0.04,0.44 $\pm$ 0.03
fr,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.34 $\pm$ 0.03,0.33 $\pm$ 0.03,0.36 $\pm$ 0.01,0.36 $\pm$ 0.02,0.36 $\pm$ 0.02,0.44 $\pm$ 0.03
fr,XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.31 $\pm$ 0.01,0.32 $\pm$ 0.02,0.34 $\pm$ 0.06,0.37 $\pm$ 0.03,0.36 $\pm$ 0.04,0.44 $\pm$ 0.02
fr,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.34 $\pm$ 0.04,0.33 $\pm$ 0.04,0.33 $\pm$ 0.03,0.39 $\pm$ 0.01,0.37 $\pm$ 0.04,0.47 $\pm$ 0.04
ge,Binary Relevance kNN,Natively Multilabel,BRkNNaClassifier,0.37 $\pm$ 0.04,0.30 $\pm$ 0.05,0.41 $\pm$ 0.10,0.48 $\pm$ 0.06,0.35 $\pm$ 0.04,0.44 $\pm$ 0.04
ge,Binary Relevance kNN,Natively Multilabel,BRkNNbClassifier,0.20 $\pm$ 0.01,0.19 $\pm$ 0.03,0.21 $\pm$ 0.03,0.20 $\pm$ 0.03,0.23 $\pm$ 0.02,0.33 $\pm$ 0.05
ge,ComplementNB,RakelD Partitioning of labels,RakelD_ComplementNB,0.44 $\pm$ 0.01,0.47 $\pm$ 0.03,0.47 $\pm$ 0.02,0.48 $\pm$ 0.03,0.48 $\pm$ 0.04,0.54 $\pm$ 0.03
ge,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.43 $\pm$ 0.01,0.44 $\pm$ 0.02,0.45 $\pm$ 0.03,0.45 $\pm$ 0.02,0.42 $\pm$ 0.03,0.47 $\pm$ 0.03
ge,KNN,No Upsampling,kNN,0.44 $\pm$ 0.03,0.45 $\pm$ 0.04,0.45 $\pm$ 0.04,0.44 $\pm$ 0.04,0.44 $\pm$ 0.07,0.50 $\pm$ 0.03
ge,KNN,Random Oversampling,kNN_ROS,0.43 $\pm$ 0.01,0.45 $\pm$ 0.02,0.45 $\pm$ 0.02,0.46 $\pm$ 0.03,0.44 $\pm$ 0.03,0.47 $\pm$ 0.03
ge,KNN,SMOTE,kNN_SMOTE,0.42 $\pm$ 0.01,0.45 $\pm$ 0.03,0.44 $\pm$ 0.01,0.44 $\pm$ 0.02,0.43 $\pm$ 0.04,0.47 $\pm$ 0.04
ge,KNN,SVMSMOTE,kNN_SVMSMOTE,0.39 $\pm$ 0.02,0.45 $\pm$ 0.02,0.43 $\pm$ 0.01,0.45 $\pm$ 0.03,0.43 $\pm$ 0.05,0.48 $\pm$ 0.03
ge,LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,0.43 $\pm$ 0.03,0.46 $\pm$ 0.02,0.45 $\pm$ 0.02,0.45 $\pm$ 0.03,0.42 $\pm$ 0.03,0.48 $\pm$ 0.01
ge,LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,0.44 $\pm$ 0.03,0.46 $\pm$ 0.02,0.44 $\pm$ 0.02,0.46 $\pm$ 0.02,0.42 $\pm$ 0.04,0.50 $\pm$ 0.02
ge,LinearSVM,No Upsampling,LinearSVMDual,0.42 $\pm$ 0.03,0.46 $\pm$ 0.02,0.44 $\pm$ 0.02,0.45 $\pm$ 0.03,0.42 $\pm$ 0.03,0.48 $\pm$ 0.03
ge,LinearSVM,RakelD Partitioning of labels,RakelD_LineaSVM,0.45 $\pm$ 0.04,0.46 $\pm$ 0.02,0.44 $\pm$ 0.02,0.45 $\pm$ 0.03,0.42 $\pm$ 0.03,0.47 $\pm$ 0.02
ge,LinearSVM,Random Oversampling,LinearSVMDual_ROS,0.43 $\pm$ 0.02,0.46 $\pm$ 0.01,0.44 $\pm$ 0.03,0.46 $\pm$ 0.02,0.42 $\pm$ 0.03,0.48 $\pm$ 0.02
ge,LinearSVM,SMOTE,LinearSVMDual_SMOTE,0.44 $\pm$ 0.03,0.46 $\pm$ 0.02,0.44 $\pm$ 0.02,0.45 $\pm$ 0.03,0.42 $\pm$ 0.03,0.47 $\pm$ 0.00
ge,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.44 $\pm$ 0.03,0.47 $\pm$ 0.02,0.45 $\pm$ 0.02,0.46 $\pm$ 0.04,0.46 $\pm$ 0.04,0.50 $\pm$ 0.02
ge,LogisticRegression,No Upsampling,LogisticRegression,0.43 $\pm$ 0.02,0.48 $\pm$ 0.04,0.45 $\pm$ 0.02,0.46 $\pm$ 0.04,0.47 $\pm$ 0.05,0.51 $\pm$ 0.02
ge,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.44 $\pm$ 0.02,0.47 $\pm$ 0.04,0.43 $\pm$ 0.02,0.46 $\pm$ 0.04,0.47 $\pm$ 0.05,0.51 $\pm$ 0.03
ge,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.44 $\pm$ 0.03,0.47 $\pm$ 0.04,0.44 $\pm$ 0.03,0.46 $\pm$ 0.03,0.45 $\pm$ 0.04,0.52 $\pm$ 0.03
ge,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.43 $\pm$ 0.03,0.50 $\pm$ 0.04,0.46 $\pm$ 0.02,0.46 $\pm$ 0.03,0.46 $\pm$ 0.04,0.51 $\pm$ 0.04
ge,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.44 $\pm$ 0.03,0.45 $\pm$ 0.02,0.45 $\pm$ 0.03,0.48 $\pm$ 0.03,0.50 $\pm$ 0.06,0.53 $\pm$ 0.02
ge,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.44 $\pm$ 0.02,0.47 $\pm$ 0.02,0.46 $\pm$ 0.03,0.47 $\pm$ 0.03,0.49 $\pm$ 0.06,0.54 $\pm$ 0.02
ge,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.44 $\pm$ 0.03,0.46 $\pm$ 0.02,0.46 $\pm$ 0.02,0.48 $\pm$ 0.03,0.49 $\pm$ 0.04,0.52 $\pm$ 0.02
ge,LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.44 $\pm$ 0.02,0.47 $\pm$ 0.02,0.46 $\pm$ 0.02,0.47 $\pm$ 0.03,0.49 $\pm$ 0.04,0.53 $\pm$ 0.02
ge,LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.44 $\pm$ 0.02,0.44 $\pm$ 0.03,0.45 $\pm$ 0.03,0.46 $\pm$ 0.03,0.48 $\pm$ 0.05,0.53 $\pm$ 0.01
ge,LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.44 $\pm$ 0.03,0.45 $\pm$ 0.01,0.44 $\pm$ 0.01,0.47 $\pm$ 0.04,0.48 $\pm$ 0.06,0.54 $\pm$ 0.02
ge,LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.44 $\pm$ 0.03,0.46 $\pm$ 0.03,0.46 $\pm$ 0.02,0.47 $\pm$ 0.04,0.48 $\pm$ 0.06,0.55 $\pm$ 0.03
ge,LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.44 $\pm$ 0.03,0.47 $\pm$ 0.03,0.46 $\pm$ 0.01,0.47 $\pm$ 0.04,0.48 $\pm$ 0.05,0.52 $\pm$ 0.02
ge,LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.44 $\pm$ 0.02,0.47 $\pm$ 0.03,0.46 $\pm$ 0.04,0.47 $\pm$ 0.03,0.47 $\pm$ 0.06,0.52 $\pm$ 0.02
ge,LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.44 $\pm$ 0.03,0.45 $\pm$ 0.02,0.45 $\pm$ 0.02,0.45 $\pm$ 0.03,0.43 $\pm$ 0.03,0.48 $\pm$ 0.01
ge,LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.43 $\pm$ 0.04,0.46 $\pm$ 0.02,0.44 $\pm$ 0.02,0.45 $\pm$ 0.03,0.42 $\pm$ 0.04,0.49 $\pm$ 0.02
ge,LogisticRegressionRidge,RakelD Partitioning of labels,RakelD_LogisticRegression,0.43 $\pm$ 0.02,0.47 $\pm$ 0.03,0.47 $\pm$ 0.02,0.48 $\pm$ 0.03,0.46 $\pm$ 0.04,0.49 $\pm$ 0.03
ge,LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.42 $\pm$ 0.04,0.46 $\pm$ 0.02,0.44 $\pm$ 0.02,0.46 $\pm$ 0.03,0.42 $\pm$ 0.04,0.47 $\pm$ 0.02
ge,LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.42 $\pm$ 0.04,0.46 $\pm$ 0.02,0.45 $\pm$ 0.03,0.46 $\pm$ 0.02,0.42 $\pm$ 0.04,0.48 $\pm$ 0.01
ge,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.43 $\pm$ 0.03,0.47 $\pm$ 0.03,0.44 $\pm$ 0.02,0.46 $\pm$ 0.04,0.43 $\pm$ 0.03,0.46 $\pm$ 0.03
ge,Multi-label ARAM,Natively Multilabel,MLARAM,0.22 $\pm$ 0.02,0.23 $\pm$ 0.08,0.14 $\pm$ 0.06,0.14 $\pm$ 0.04,0.20 $\pm$ 0.09,0.32 $\pm$ 0.01
ge,Multilabel k Nearest Neighbours,Natively Multilabel,MLkNN,0.42 $\pm$ 0.05,0.43 $\pm$ 0.07,0.42 $\pm$ 0.00,0.49 $\pm$ 0.04,0.43 $\pm$ 0.03,0.51 $\pm$ 0.05
ge,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.44 $\pm$ 0.01,0.47 $\pm$ 0.01,0.47 $\pm$ 0.03,0.48 $\pm$ 0.02,0.47 $\pm$ 0.04,0.54 $\pm$ 0.03
ge,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.44 $\pm$ 0.01,0.48 $\pm$ 0.02,0.47 $\pm$ 0.03,0.48 $\pm$ 0.02,0.48 $\pm$ 0.04,0.54 $\pm$ 0.03
ge,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.44 $\pm$ 0.01,0.48 $\pm$ 0.02,0.47 $\pm$ 0.02,0.48 $\pm$ 0.03,0.48 $\pm$ 0.04,0.55 $\pm$ 0.03
ge,NaiveBayes,No Upsampling,NaiveBayes,0.44 $\pm$ 0.01,0.48 $\pm$ 0.02,0.48 $\pm$ 0.02,0.48 $\pm$ 0.03,0.47 $\pm$ 0.04,0.54 $\pm$ 0.03
ge,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.44 $\pm$ 0.01,0.48 $\pm$ 0.02,0.47 $\pm$ 0.03,0.48 $\pm$ 0.03,0.48 $\pm$ 0.03,0.55 $\pm$ 0.03
ge,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.44 $\pm$ 0.01,0.48 $\pm$ 0.02,0.48 $\pm$ 0.02,0.48 $\pm$ 0.03,0.48 $\pm$ 0.04,0.54 $\pm$ 0.03
ge,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.44 $\pm$ 0.01,0.48 $\pm$ 0.02,0.47 $\pm$ 0.02,0.48 $\pm$ 0.01,0.47 $\pm$ 0.03,0.54 $\pm$ 0.04
ge,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.44 $\pm$ 0.01,0.48 $\pm$ 0.03,0.48 $\pm$ 0.02,0.48 $\pm$ 0.03,0.48 $\pm$ 0.03,0.54 $\pm$ 0.03
ge,NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.44 $\pm$ 0.01,0.48 $\pm$ 0.02,0.48 $\pm$ 0.02,0.48 $\pm$ 0.02,0.47 $\pm$ 0.04,0.54 $\pm$ 0.03
ge,NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.44 $\pm$ 0.01,0.48 $\pm$ 0.02,0.48 $\pm$ 0.02,0.48 $\pm$ 0.03,0.48 $\pm$ 0.04,0.54 $\pm$ 0.03
ge,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.37 $\pm$ 0.10,0.48 $\pm$ 0.01,0.49 $\pm$ 0.01,0.50 $\pm$ 0.02,0.51 $\pm$ 0.02,**0.59 $\pm$ 0.01**
ge,RandomForest,No Upsampling,RandomForest,0.39 $\pm$ 0.12,0.47 $\pm$ 0.01,0.47 $\pm$ 0.02,0.50 $\pm$ 0.01,0.51 $\pm$ 0.01,0.56 $\pm$ 0.01
ge,RandomForest,Random Oversampling,RandomForest_ROS,0.46 $\pm$ 0.06,0.49 $\pm$ 0.01,0.47 $\pm$ 0.01,0.49 $\pm$ 0.01,0.52 $\pm$ 0.03,0.57 $\pm$ 0.02
ge,RandomForest,SMOTE,RandomForest_SMOTE,0.45 $\pm$ 0.03,0.48 $\pm$ 0.01,0.47 $\pm$ 0.01,0.49 $\pm$ 0.01,0.52 $\pm$ 0.03,0.58 $\pm$ 0.02
ge,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.35 $\pm$ 0.09,0.47 $\pm$ 0.01,0.47 $\pm$ 0.02,0.50 $\pm$ 0.02,0.51 $\pm$ 0.02,0.57 $\pm$ 0.01
ge,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.44 $\pm$ 0.02,0.49 $\pm$ 0.03,0.47 $\pm$ 0.02,0.47 $\pm$ 0.05,0.46 $\pm$ 0.03,0.55 $\pm$ 0.03
ge,RidgeClassifier,No Upsampling,RidgeClassifier,0.42 $\pm$ 0.02,0.50 $\pm$ 0.04,0.47 $\pm$ 0.03,0.48 $\pm$ 0.04,0.46 $\pm$ 0.04,0.55 $\pm$ 0.03
ge,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.42 $\pm$ 0.03,0.47 $\pm$ 0.04,0.46 $\pm$ 0.03,0.47 $\pm$ 0.03,0.47 $\pm$ 0.04,0.54 $\pm$ 0.03
ge,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.42 $\pm$ 0.02,0.50 $\pm$ 0.04,0.47 $\pm$ 0.03,0.47 $\pm$ 0.03,0.47 $\pm$ 0.04,0.55 $\pm$ 0.03
ge,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.42 $\pm$ 0.02,0.49 $\pm$ 0.05,0.46 $\pm$ 0.04,0.47 $\pm$ 0.03,0.45 $\pm$ 0.02,0.55 $\pm$ 0.04
ge,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.43 $\pm$ 0.03,0.46 $\pm$ 0.02,0.48 $\pm$ 0.02,0.47 $\pm$ 0.04,0.46 $\pm$ 0.03,0.54 $\pm$ 0.02
ge,SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.43 $\pm$ 0.02,0.46 $\pm$ 0.02,0.44 $\pm$ 0.01,0.47 $\pm$ 0.02,0.48 $\pm$ 0.03,0.52 $\pm$ 0.00
ge,SVM,No Upsampling,SVM_rbf,0.44 $\pm$ 0.03,0.47 $\pm$ 0.03,0.47 $\pm$ 0.01,0.48 $\pm$ 0.03,0.51 $\pm$ 0.04,0.45 $\pm$ 0.03
ge,SVM,No Upsampling,SVM_sigmoid,0.43 $\pm$ 0.02,0.47 $\pm$ 0.02,0.47 $\pm$ 0.01,0.48 $\pm$ 0.02,0.49 $\pm$ 0.04,0.54 $\pm$ 0.02
ge,SVM,RakelD Partitioning of labels,RakelD_SVM,0.43 $\pm$ 0.04,0.45 $\pm$ 0.02,0.43 $\pm$ 0.03,0.46 $\pm$ 0.01,0.47 $\pm$ 0.06,0.48 $\pm$ 0.01
ge,SVM,Random Oversampling,SVM_rbf_ROS,0.43 $\pm$ 0.02,0.47 $\pm$ 0.03,0.47 $\pm$ 0.03,0.48 $\pm$ 0.02,0.50 $\pm$ 0.04,0.44 $\pm$ 0.03
ge,SVM,Random Oversampling,SVM_sigmoid_ROS,0.43 $\pm$ 0.01,0.47 $\pm$ 0.02,0.48 $\pm$ 0.03,0.47 $\pm$ 0.03,0.49 $\pm$ 0.04,0.54 $\pm$ 0.03
ge,SVM,SMOTE,SVM_rbf_SMOTE,0.42 $\pm$ 0.01,0.45 $\pm$ 0.04,0.48 $\pm$ 0.02,0.49 $\pm$ 0.02,0.50 $\pm$ 0.05,0.56 $\pm$ 0.03
ge,SVM,SMOTE,SVM_sigmoid_SMOTE,0.42 $\pm$ 0.01,0.46 $\pm$ 0.02,0.47 $\pm$ 0.03,0.48 $\pm$ 0.03,0.47 $\pm$ 0.01,0.54 $\pm$ 0.02
ge,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.42 $\pm$ 0.02,0.40 $\pm$ 0.08,0.46 $\pm$ 0.01,0.48 $\pm$ 0.02,0.51 $\pm$ 0.06,0.54 $\pm$ 0.03
ge,SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.43 $\pm$ 0.01,0.47 $\pm$ 0.01,0.45 $\pm$ 0.02,0.48 $\pm$ 0.04,0.51 $\pm$ 0.05,0.53 $\pm$ 0.02
