language,model_type,model_subtype,model_name,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
it,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.033,0.067,0.033,0.067,0.083,0.100
it,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.000,0.067,0.050,0.067,0.067,0.150
it,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.033,0.083,0.067,0.117,0.083,0.133
it,NaiveBayes,No Upsampling,NaiveBayes,0.017,0.067,0.067,0.117,0.083,0.150
it,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.017,0.067,0.033,0.117,0.100,0.117
it,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.033,0.083,0.067,0.117,0.083,0.117
it,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.017,0.100,0.100,0.117,0.067,0.083
it,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.017,0.067,0.067,0.117,0.083,0.117
it,NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.017,0.067,0.083,0.117,0.133,0.150
it,NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.017,0.067,0.067,0.117,0.133,0.150
it,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.033,0.100,0.083,0.150,0.050,0.117
it,RandomForest,No Upsampling,RandomForest,0.000,0.000,0.033,0.067,0.017,0.067
it,RandomForest,Random Oversampling,RandomForest_ROS,0.067,0.033,0.100,0.100,0.050,0.133
it,RandomForest,SMOTE,RandomForest_SMOTE,0.017,0.100,0.150,0.150,0.083,0.117
it,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.050,0.100,0.083,0.150,0.067,0.117
it,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.033,0.083,0.050,0.067,0.083,0.150
it,RidgeClassifier,No Upsampling,RidgeClassifier,0.050,0.100,0.083,0.067,0.067,0.133
it,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.050,0.100,0.067,0.050,0.067,0.133
it,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.017,0.100,0.083,0.067,0.067,0.133
it,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.050,0.083,0.067,0.067,0.067,0.133
it,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.033,0.100,0.067,0.050,0.083,0.083
it,SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.033,0.117,0.050,0.100,0.083,0.083
it,SVM,No Upsampling,SVM_rbf,0.067,0.050,0.067,0.100,0.100,0.100
it,SVM,No Upsampling,SVM_sigmoid,0.000,0.050,0.067,0.067,0.100,0.083
it,SVM,Random Oversampling,SVM_rbf_ROS,0.117,0.033,0.100,0.117,0.100,0.100
it,SVM,Random Oversampling,SVM_sigmoid_ROS,0.017,0.033,0.050,0.117,0.100,0.067
it,SVM,SMOTE,SVM_rbf_SMOTE,0.083,0.067,0.100,0.117,0.117,0.100
it,SVM,SMOTE,SVM_sigmoid_SMOTE,0.000,0.083,0.083,0.133,0.100,0.083
it,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.133,0.083,0.083,0.133,0.100,0.083
it,SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.000,0.050,0.050,0.083,0.100,0.100
it,XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.000,0.067,0.083,0.067,0.033,0.133
it,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.000,0.000,0.033,0.033,0.000,0.050
it,XGBoost,No Upsampling,XGBoost_broad,0.000,0.017,0.083,0.050,0.083,0.100
it,XGBoost,No Upsampling,XGBoost_narrow,0.000,0.000,0.033,0.050,0.000,0.033
it,XGBoost,Random Oversampling,XGBoost_broad_ROS,0.000,0.000,0.083,0.133,0.067,0.083
it,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.000,0.000,0.017,0.067,0.000,0.050
it,XGBoost,SMOTE,XGBoost_broad_SMOTE,0.017,0.033,0.083,0.083,0.050,0.100
it,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.000,0.017,0.017,0.067,0.017,0.083
it,XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.017,0.033,0.083,0.083,0.067,0.117
it,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.000,0.000,0.033,0.067,0.017,0.050
po,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.000,0.000,0.000,0.000,0.026,0.026
po,KNN,No Upsampling,kNN,0.000,0.026,0.000,0.026,0.000,0.000
po,KNN,Random Oversampling,kNN_ROS,0.000,0.000,0.026,0.026,0.000,0.000
po,KNN,SMOTE,kNN_SMOTE,0.000,0.000,0.000,0.000,0.026,0.026
po,KNN,SVMSMOTE,kNN_SVMSMOTE,0.000,0.000,0.026,0.026,0.026,0.026
po,LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,0.000,0.026,0.026,0.026,0.026,0.051
po,LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,0.000,0.000,0.026,0.026,0.026,0.051
po,LinearSVM,No Upsampling,LinearSVMDual,0.000,0.000,0.026,0.026,0.026,0.051
po,LinearSVM,Random Oversampling,LinearSVMDual_ROS,0.000,0.026,0.026,0.026,0.026,0.026
po,LinearSVM,SMOTE,LinearSVMDual_SMOTE,0.000,0.000,0.026,0.026,0.026,0.026
po,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.000,0.000,0.000,0.026,0.000,0.051
po,LogisticRegression,No Upsampling,LogisticRegression,0.000,0.026,0.026,0.026,0.000,0.051
po,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.000,0.000,0.026,0.026,0.000,0.026
po,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.000,0.000,0.026,0.026,0.000,0.051
po,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.000,0.026,0.026,0.026,0.000,0.051
po,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.000,0.000,0.026,0.026,0.000,0.026
po,LogisticRegressionElasticNet,No Upsampling,LogisticRegressionElasticNet,0.000,0.000,0.026,0.026,0.000,0.026
po,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.000,0.000,0.026,0.026,0.000,0.026
po,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.000,0.000,0.026,0.026,0.000,0.026
po,LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.000,0.000,0.026,0.026,0.000,0.026
po,LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.000,0.000,0.000,0.026,0.000,0.000
po,LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.000,0.000,0.000,0.026,0.000,0.026
po,LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.000,0.000,0.026,0.026,0.000,0.051
po,LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.000,0.000,0.000,0.026,0.026,0.000
po,LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.000,0.000,0.026,0.026,0.000,0.026
po,LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.000,0.000,0.026,0.026,0.000,0.026
po,LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.000,0.000,0.026,0.026,0.000,0.051
po,LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.000,0.026,0.026,0.026,0.000,0.051
po,LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.000,0.000,0.026,0.026,0.026,0.051
po,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.000,0.026,0.026,0.026,0.026,0.051
po,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.000,0.026,0.026,0.026,0.000,0.026
po,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.026,0.026,0.026,0.000,0.000,0.026
po,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.000,0.000,0.026,0.026,0.026,0.026
po,NaiveBayes,No Upsampling,NaiveBayes,0.000,0.000,0.026,0.026,0.026,0.026
po,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.000,0.000,0.026,0.026,0.026,0.026
po,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.000,0.000,0.026,0.026,0.026,0.026
po,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.000,0.026,0.026,0.026,0.000,0.000
po,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.000,0.026,0.026,0.000,0.000,0.051
po,NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.000,0.000,0.026,0.026,0.051,0.026
po,NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.000,0.000,0.026,0.026,0.051,0.026
po,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.000,0.000,0.000,0.000,0.026,0.026
po,RandomForest,No Upsampling,RandomForest,0.000,0.000,0.026,0.026,0.026,0.026
po,RandomForest,Random Oversampling,RandomForest_ROS,0.000,0.000,0.000,0.000,0.000,0.026
po,RandomForest,SMOTE,RandomForest_SMOTE,0.026,0.000,0.000,0.026,0.000,0.051
po,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.000,0.000,0.026,0.026,0.026,0.026
po,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.000,0.000,0.026,0.026,0.026,0.026
po,RidgeClassifier,No Upsampling,RidgeClassifier,0.000,0.000,0.026,0.026,0.026,0.026
po,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.000,0.000,0.026,0.000,0.026,0.026
po,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.000,0.026,0.026,0.026,0.026,0.026
po,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.000,0.000,0.026,0.026,0.026,0.026
po,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.000,0.026,0.026,0.000,0.000,0.051
po,SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.000,0.000,0.026,0.026,0.051,**0.103**
po,SVM,No Upsampling,SVM_rbf,0.000,0.026,0.026,0.026,0.051,0.077
po,SVM,No Upsampling,SVM_sigmoid,0.000,0.026,0.026,0.026,0.051,**0.103**
po,SVM,Random Oversampling,SVM_rbf_ROS,0.000,0.000,0.051,0.026,0.026,0.051
po,SVM,Random Oversampling,SVM_sigmoid_ROS,0.026,0.000,0.051,0.051,0.051,0.026
po,SVM,SMOTE,SVM_rbf_SMOTE,0.000,0.000,0.026,0.026,0.051,0.051
po,SVM,SMOTE,SVM_sigmoid_SMOTE,0.000,0.000,0.026,0.026,0.026,0.026
po,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.000,0.026,0.051,0.000,0.026,**0.103**
po,SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.000,0.000,0.026,0.026,0.051,**0.103**
po,XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.000,0.000,0.026,0.000,0.026,0.026
po,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.000,0.000,0.026,0.000,0.026,0.051
po,XGBoost,No Upsampling,XGBoost_broad,0.000,0.000,0.026,0.000,0.026,0.051
po,XGBoost,No Upsampling,XGBoost_narrow,0.000,0.000,0.026,0.000,0.051,0.026
po,XGBoost,Random Oversampling,XGBoost_broad_ROS,0.000,0.000,0.026,0.000,0.000,0.000
po,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.000,0.000,0.026,0.000,0.026,0.051
po,XGBoost,SMOTE,XGBoost_broad_SMOTE,0.000,0.000,0.026,0.000,0.000,0.051
po,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.000,0.000,0.000,0.000,0.051,0.000
po,XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.000,0.000,0.000,0.000,0.000,0.051
po,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.000,0.000,0.000,0.000,0.051,0.051
ru,KNN,BorderlineSMOTE,kNN_BorderlineSMOTE,0.026,0.000,0.079,0.105,0.053,0.026
ru,KNN,No Upsampling,kNN,0.000,0.026,0.105,0.053,0.079,0.079
ru,KNN,Random Oversampling,kNN_ROS,0.000,0.079,0.026,0.053,0.053,0.079
ru,KNN,SMOTE,kNN_SMOTE,0.026,0.026,0.000,0.079,0.026,0.000
ru,KNN,SVMSMOTE,kNN_SVMSMOTE,0.000,0.000,0.053,0.079,0.000,0.053
ru,LinearSVM,BorderlineSMOTE,LinearSVMDual_BorderlineSMOTE,0.000,0.053,0.053,0.105,0.053,0.105
ru,LinearSVM,BorderlineSMOTE,LinearSVMDual_SVMSMOTE,0.026,0.053,0.053,0.026,0.053,0.132
ru,LinearSVM,No Upsampling,LinearSVMDual,0.026,0.079,0.053,0.079,0.053,0.132
ru,LinearSVM,Random Oversampling,LinearSVMDual_ROS,0.000,0.053,0.079,0.105,0.079,0.105
ru,LinearSVM,SMOTE,LinearSVMDual_SMOTE,0.000,0.053,0.079,0.026,0.053,0.132
ru,LogisticRegression,BorderlineSMOTE,LogisticRegression_BorderlineSMOTE,0.000,0.053,0.053,0.000,0.053,0.105
ru,LogisticRegression,No Upsampling,LogisticRegression,0.000,0.079,0.053,0.053,0.079,0.105
ru,LogisticRegression,Random Oversampling,LogisticRegression_ROS,0.026,0.026,0.026,0.000,0.053,0.079
ru,LogisticRegression,SMOTE,LogisticRegression_SMOTE,0.026,0.053,0.053,0.053,0.079,0.105
ru,LogisticRegression,SVMSMOTE,LogisticRegression_SVMSMOTE,0.000,0.053,0.053,0.053,0.053,0.105
ru,LogisticRegressionElasticNet,BorderlineSMOTE,LogisticRegressionElasticNet_BorderlineSMOTE,0.079,0.079,0.053,0.079,0.053,0.105
ru,LogisticRegressionElasticNet,Random Oversampling,LogisticRegressionElasticNet_ROS,0.000,0.079,0.053,0.053,0.079,0.105
ru,LogisticRegressionElasticNet,SMOTE,LogisticRegressionElasticNet_SMOTE,0.000,0.053,0.079,0.026,0.079,0.158
ru,LogisticRegressionElasticNet,SVMSMOTE,LogisticRegressionElasticNet_SVMSMOTE,0.026,0.053,0.079,0.000,0.053,0.079
ru,LogisticRegressionLasso,BorderlineSMOTE,LogisticRegressionLasso_BorderlineSMOTE,0.079,0.000,0.026,0.053,0.105,0.132
ru,LogisticRegressionLasso,No Upsampling,LogisticRegressionLasso,0.026,0.000,0.053,0.026,0.053,0.132
ru,LogisticRegressionLasso,Random Oversampling,LogisticRegressionLasso_ROS,0.026,0.026,0.053,0.026,0.026,**0.184**
ru,LogisticRegressionLasso,SMOTE,LogisticRegressionLasso_SMOTE,0.026,0.000,0.026,0.000,0.026,0.105
ru,LogisticRegressionLasso,SVMSMOTE,LogisticRegressionLasso_SVMSMOTE,0.026,0.026,0.053,0.000,0.079,**0.184**
ru,LogisticRegressionRidge,BorderlineSMOTE,LogisticRegressionRidgeDual_BorderlineSMOTE,0.000,0.079,0.026,0.079,0.053,0.105
ru,LogisticRegressionRidge,No Upsampling,LogisticRegressionRidgeDual,0.000,0.053,0.026,0.053,0.053,0.105
ru,LogisticRegressionRidge,Random Oversampling,LogisticRegressionRidgeDual_ROS,0.000,0.079,0.053,0.079,0.053,0.132
ru,LogisticRegressionRidge,SMOTE,LogisticRegressionRidgeDual_SMOTE,0.000,0.079,0.079,0.026,0.053,0.132
ru,LogisticRegressionRidge,SVMSMOTE,LogisticRegressionRidgeDual_SVMSMOTE,0.000,0.053,0.079,0.026,0.079,0.105
ru,NaiveBayes,BorderlineSMOTE,ComplementNaiveBayes_BorderlineSMOTE,0.000,0.079,0.105,0.105,0.053,0.079
ru,NaiveBayes,BorderlineSMOTE,NaiveBayes_BorderlineSMOTE,0.000,0.079,0.079,0.105,0.053,0.079
ru,NaiveBayes,No Upsampling,ComplementNaiveBayes,0.000,0.053,0.132,0.132,0.079,0.053
ru,NaiveBayes,No Upsampling,NaiveBayes,0.000,0.053,0.132,0.105,0.079,0.105
ru,NaiveBayes,Random Oversampling,ComplementNaiveBayes_ROS,0.000,0.053,0.132,0.105,0.105,0.105
ru,NaiveBayes,Random Oversampling,NaiveBayes_ROS,0.000,0.053,0.132,0.105,0.079,0.053
ru,NaiveBayes,SMOTE,ComplementNaiveBayes_SMOTE,0.000,0.079,0.158,0.132,0.026,0.105
ru,NaiveBayes,SMOTE,NaiveBayes_SMOTE,0.000,0.105,0.132,0.105,0.079,0.105
ru,NaiveBayes,SVMSMOTE,ComplementNaiveBayes_SVMSMOTE,0.000,0.079,0.132,0.105,0.079,0.105
ru,NaiveBayes,SVMSMOTE,NaiveBayes_SVMSMOTE,0.000,0.079,0.132,0.105,0.079,0.053
ru,RandomForest,BorderlineSMOTE,RandomForest_BorderlineSMOTE,0.000,0.000,0.000,0.053,0.079,0.026
ru,RandomForest,No Upsampling,RandomForest,0.000,0.000,0.000,0.026,0.053,0.105
ru,RandomForest,Random Oversampling,RandomForest_ROS,0.000,0.026,0.079,0.026,0.105,0
ru,RandomForest,SMOTE,RandomForest_SMOTE,0.000,0.000,0.000,0.026,0.026,0.105
ru,RandomForest,SVMSMOTE,RandomForest_SVMSMOTE,0.000,0.000,0.000,0.026,0.026,0.000
ru,RidgeClassifier,BorderlineSMOTE,RidgeClassifier_BorderlineSMOTE,0.026,0.079,0.026,0.053,0.079,0.079
ru,RidgeClassifier,No Upsampling,RidgeClassifier,0.026,0.053,0.026,0.026,0.053,0.079
ru,RidgeClassifier,Random Oversampling,RidgeClassifier_ROS,0.026,0.053,0.132,0.053,0.053,0.105
ru,RidgeClassifier,SMOTE,RidgeClassifier_SMOTE,0.026,0.053,0.026,0.026,0.079,0.105
ru,RidgeClassifier,SVMSMOTE,RidgeClassifier_SVMSMOTE,0.026,0.053,0.132,0.079,0.079,0.079
ru,SVM,BorderlineSMOTE,SVM_rbf_BorderlineSMOTE,0.026,0.079,0.132,0.026,0.105,0.026
ru,SVM,BorderlineSMOTE,SVM_sigmoid_BorderlineSMOTE,0.000,0.053,0.053,0.026,0.026,0.105
ru,SVM,No Upsampling,SVM_rbf,0.026,0.053,0.158,0.026,0.105,0.079
ru,SVM,No Upsampling,SVM_sigmoid,0.026,0.026,0.105,0.026,0.053,0.132
ru,SVM,Random Oversampling,SVM_rbf_ROS,0.026,0.053,0.132,0.026,0.053,0.079
ru,SVM,Random Oversampling,SVM_sigmoid_ROS,0.000,0.079,0.158,0.026,0.053,0.079
ru,SVM,SMOTE,SVM_rbf_SMOTE,0.026,0.079,0.105,0.026,0.053,0.105
ru,SVM,SMOTE,SVM_sigmoid_SMOTE,0.026,0.053,0.079,0.053,0.079,0.026
ru,SVM,SVMSMOTE,SVM_rbf_SVMSMOTE,0.026,0.053,0.132,0.026,0.105,0.079
ru,SVM,SVMSMOTE,SVM_sigmoid_SVMSMOTE,0.026,0.026,0.053,0.079,0.079,0.053
ru,XGBoost,BorderlineSMOTE,XGBoost_broad_BorderlineSMOTE,0.053,0.026,0.053,0.053,0.079,0.105
ru,XGBoost,BorderlineSMOTE,XGBoost_narrow_BorderlineSMOTE,0.026,0.000,0.026,0.105,0.132,0.132
ru,XGBoost,No Upsampling,XGBoost_broad,0.026,0.000,0.026,0.079,0.132,0.105
ru,XGBoost,No Upsampling,XGBoost_narrow,0.026,0.000,0.000,0.105,0.132,0.105
ru,XGBoost,Random Oversampling,XGBoost_broad_ROS,0.000,0.026,0.026,0.079,0.105,0.105
ru,XGBoost,Random Oversampling,XGBoost_narrow_ROS,0.026,0.000,0.053,0.079,0.158,0.158
ru,XGBoost,SMOTE,XGBoost_broad_SMOTE,0.026,0.026,0.026,0.053,0.105,0.105
ru,XGBoost,SMOTE,XGBoost_narrow_SMOTE,0.053,0.000,0.026,0.105,0.105,0.079
ru,XGBoost,SVMSMOTE,XGBoost_broad_SVMSMOTE,0.000,0.000,0.026,0.053,0.079,0.105
ru,XGBoost,SVMSMOTE,XGBoost_narrow_SVMSMOTE,0.026,0.000,0.053,0.079,0.158,0.079
