language,model_type,model_subtype,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
ru,LogisticRegressionElasticNet,No Upsampling,0.209,0.116,0.140,0.163,0.221,0.209
ru,LogisticRegressionElasticNet,Random Oversampling,0.221,0.186,0.140,0.186,0.233,0.267
ru,LogisticRegressionElasticNet,SMOTE,0.221,0.151,0.151,0.163,0.233,0.267
ru,LogisticRegressionElasticNet,SVMSMOTE,0.244,0.174,0.174,0,0.221,0.279
ru,LogisticRegressionLasso,BorderlineSMOTE,0.221,0.209,0.174,0.314,0.326,0.349
ru,LogisticRegressionLasso,No Upsampling,0.221,0.198,0.140,0.326,0.337,0.314
ru,LogisticRegressionLasso,Random Oversampling,0.221,0.209,0.174,0.326,0.326,0.360
ru,LogisticRegressionLasso,SMOTE,0.209,0.221,0.151,0.326,0.302,0.349
ru,LogisticRegressionLasso,SVMSMOTE,0.233,0.221,0.186,0,0.267,0.395
ru,LogisticRegressionRidge,BorderlineSMOTE,0.302,0.349,0.279,0.267,0.221,0.256
ru,LogisticRegressionRidge,No Upsampling,0.302,0.279,0.267,0.244,0.174,0.233
ru,LogisticRegressionRidge,RakelD Partitioning of labels,0.279,0.198,0.233,0.267,0.221,0.221
ru,LogisticRegressionRidge,Random Oversampling,0.326,0.372,0.267,0.279,0.244,0.267
ru,LogisticRegressionRidge,SMOTE,0.326,0.360,0.267,0.279,0.221,0.267
ru,LogisticRegressionRidge,SVMSMOTE,0.349,0.279,0.256,0,0.256,0.267
ru,Multilabel k Nearest Neighbours,Natively Multilabel,0.279,0.326,0.291,0.291,0.163,0.174
ru,NaiveBayes,BorderlineSMOTE,0.453,0.535,0.558,0.547,0.570,0.651
ru,NaiveBayes,No Upsampling,0.349,0.326,0.326,0.233,0.221,0.174
ru,NaiveBayes,Random Oversampling,0.488,0.535,0.558,0.570,0.605,0.663
ru,NaiveBayes,SMOTE,0.465,0.558,0.547,0.558,0.616,0.663
ru,RandomForest,BorderlineSMOTE,0.163,0.140,0.128,0.140,0.116,0.209
ru,RandomForest,No Upsampling,0.163,0.128,0.140,0.128,0.128,0.174
ru,RandomForest,Random Oversampling,0.267,0.198,0.174,0.209,0.267,0.256
ru,RandomForest,SMOTE,0.174,0.128,0.151,0.151,0.151,0.209
ru,RandomForest,SVMSMOTE,0.151,0.140,0.128,0,0.163,0.221
ru,RidgeClassifier,BorderlineSMOTE,0.314,0.384,0.267,0.279,0.244,0.267
ru,RidgeClassifier,No Upsampling,0.314,0.384,0.267,0.279,0.244,0.267
ru,RidgeClassifier,Random Oversampling,0.314,0.384,0.267,0.279,0.244,0.267
ru,RidgeClassifier,SMOTE,0.314,0.384,0.267,0.279,0.244,0.267
ru,RidgeClassifier,SVMSMOTE,0.326,0.302,0.267,0,0.267,0.279
ru,SVM,BorderlineSMOTE,0.081,0.000,0.000,0.000,0.012,0.000
ru,SVM,No Upsampling,0.023,0.000,0.000,0.012,0.023,0.058
ru,SVM,RakelD Partitioning of labels,0.023,0.000,0.023,0.000,0.035,0.000
ru,SVM,Random Oversampling,0.093,0.000,0.012,0.035,0.070,0.070
ru,SVM,SMOTE,0.081,0.000,0.000,0.000,0.012,0.000
ru,SVM,SVMSMOTE,0.163,0.012,0.000,0,0.012,0.000
ru,XGBoost,BorderlineSMOTE,0.174,0.128,0.174,0.244,0.256,0.384
ru,XGBoost,No Upsampling,0.209,0.233,0.198,0.279,0.267,0.326
ru,XGBoost,Random Oversampling,0.233,0.221,0.244,0.314,0.337,0.442
ru,XGBoost,SMOTE,0.198,0.128,0.186,0.267,0.279,0.349
ru,XGBoost,SVMSMOTE,0.209,0.163,0.163,0,0.256,0.360
