language,model_type,model_subtype,title,title and first paragraph,title and 5 sentences,title and 10 sentences,title and first sentence each paragraph,raw text
ge,KNN,Random Oversampling,0.73 $\pm$ 0.02,0.59 $\pm$ 0.03,0.60 $\pm$ 0.00,0.61 $\pm$ 0.01,0.74 $\pm$ 0.02,0.79 $\pm$ 0.02
ge,KNN,SMOTE,0.71 $\pm$ 0.07,0.64 $\pm$ 0.03,0.59 $\pm$ 0.02,0.62 $\pm$ 0.04,0.72 $\pm$ 0.03,0.84 $\pm$ 0.01
ge,KNN,SVMSMOTE,0.62 $\pm$ 0.15,0.50 $\pm$ 0.02,0.47 $\pm$ 0.01,0.53 $\pm$ 0.02,0.64 $\pm$ 0.04,0.76 $\pm$ 0.05
ge,LinearSVM,BorderlineSMOTE,0.52 $\pm$ 0.01,0.58 $\pm$ 0.04,0.59 $\pm$ 0.01,0.62 $\pm$ 0.01,0.80 $\pm$ 0.03,0.80 $\pm$ 0.06
ge,LinearSVM,No Upsampling,0.46 $\pm$ 0.06,0.58 $\pm$ 0.03,0.60 $\pm$ 0.02,0.62 $\pm$ 0.03,0.78 $\pm$ 0.02,0.80 $\pm$ 0.07
ge,LinearSVM,RakelD Partitioning of labels,0.49 $\pm$ 0.07,0.59 $\pm$ 0.02,0.60 $\pm$ 0.02,0.62 $\pm$ 0.03,0.77 $\pm$ 0.01,0.85 $\pm$ 0.02
ge,LinearSVM,Random Oversampling,0.46 $\pm$ 0.03,0.58 $\pm$ 0.02,0.58 $\pm$ 0.01,0.64 $\pm$ 0.02,0.76 $\pm$ 0.02,0.79 $\pm$ 0.02
ge,LinearSVM,SMOTE,0.54 $\pm$ 0.02,0.57 $\pm$ 0.03,0.59 $\pm$ 0.03,0.62 $\pm$ 0.04,0.78 $\pm$ 0.02,0.79 $\pm$ 0.05
ge,LogisticRegression,BorderlineSMOTE,0.51 $\pm$ 0.01,0.46 $\pm$ 0.03,0.45 $\pm$ 0.01,0.49 $\pm$ 0.01,0.53 $\pm$ 0.02,0.61 $\pm$ 0.01
ge,LogisticRegression,No Upsampling,0.49 $\pm$ 0.03,0.43 $\pm$ 0.02,0.42 $\pm$ 0.01,0.44 $\pm$ 0.01,0.49 $\pm$ 0.03,0.53 $\pm$ 0.03
ge,LogisticRegression,Random Oversampling,0.50 $\pm$ 0.03,0.43 $\pm$ 0.02,0.40 $\pm$ 0.02,0.45 $\pm$ 0.01,0.49 $\pm$ 0.03,0.55 $\pm$ 0.03
ge,LogisticRegression,SMOTE,0.51 $\pm$ 0.02,0.42 $\pm$ 0.02,0.41 $\pm$ 0.01,0.45 $\pm$ 0.01,0.49 $\pm$ 0.03,0.54 $\pm$ 0.05
ge,LogisticRegression,SVMSMOTE,0.51 $\pm$ 0.02,0.43 $\pm$ 0.01,0.41 $\pm$ 0.01,0.44 $\pm$ 0.01,0.48 $\pm$ 0.03,0.54 $\pm$ 0.03
ge,LogisticRegressionElasticNet,BorderlineSMOTE,0.53 $\pm$ 0.01,0.49 $\pm$ 0.03,0.51 $\pm$ 0.02,0.52 $\pm$ 0.02,0.54 $\pm$ 0.01,0.65 $\pm$ 0.01
ge,LogisticRegressionElasticNet,Random Oversampling,0.52 $\pm$ 0.04,0.49 $\pm$ 0.02,0.47 $\pm$ 0.01,0.52 $\pm$ 0.02,0.56 $\pm$ 0.02,0.62 $\pm$ 0.02
ge,LogisticRegressionElasticNet,SMOTE,0.52 $\pm$ 0.04,0.47 $\pm$ 0.02,0.48 $\pm$ 0.01,0.51 $\pm$ 0.02,0.55 $\pm$ 0.01,0.63 $\pm$ 0.01
ge,LogisticRegressionElasticNet,SVMSMOTE,0.53 $\pm$ 0.03,0.49 $\pm$ 0.03,0.48 $\pm$ 0.02,0.50 $\pm$ 0.01,0.53 $\pm$ 0.02,0.61 $\pm$ 0.04
ge,LogisticRegressionLasso,BorderlineSMOTE,0.52 $\pm$ 0.02,0.48 $\pm$ 0.01,0.51 $\pm$ 0.04,0.51 $\pm$ 0.02,0.53 $\pm$ 0.02,0.61 $\pm$ 0.01
ge,LogisticRegressionLasso,No Upsampling,0.51 $\pm$ 0.04,0.45 $\pm$ 0.01,0.46 $\pm$ 0.01,0.51 $\pm$ 0.03,0.51 $\pm$ 0.02,0.58 $\pm$ 0.03
ge,LogisticRegressionLasso,Random Oversampling,0.51 $\pm$ 0.04,0.45 $\pm$ 0.01,0.46 $\pm$ 0.02,0.50 $\pm$ 0.04,0.50 $\pm$ 0.02,0.56 $\pm$ 0.04
ge,LogisticRegressionLasso,SMOTE,0.51 $\pm$ 0.04,0.45 $\pm$ 0.02,0.47 $\pm$ 0.04,0.49 $\pm$ 0.04,0.50 $\pm$ 0.04,0.59 $\pm$ 0.02
ge,LogisticRegressionLasso,SVMSMOTE,0.52 $\pm$ 0.04,0.46 $\pm$ 0.02,0.45 $\pm$ 0.03,0.49 $\pm$ 0.01,0.49 $\pm$ 0.04,0.59 $\pm$ 0.04
ge,LogisticRegressionRidge,BorderlineSMOTE,0.49 $\pm$ 0.07,0.56 $\pm$ 0.03,0.59 $\pm$ 0.01,0.60 $\pm$ 0.02,0.73 $\pm$ 0.06,0.82 $\pm$ 0.02
ge,LogisticRegressionRidge,No Upsampling,0.47 $\pm$ 0.07,0.58 $\pm$ 0.02,0.60 $\pm$ 0.01,0.62 $\pm$ 0.03,0.78 $\pm$ 0.03,0.76 $\pm$ 0.05
ge,LogisticRegressionRidge,RakelD Partitioning of labels,0.46 $\pm$ 0.05,0.63 $\pm$ 0.04,0.63 $\pm$ 0.03,0.64 $\pm$ 0.01,0.76 $\pm$ 0.02,0.88 $\pm$ 0.01
ge,LogisticRegressionRidge,Random Oversampling,0.45 $\pm$ 0.06,0.58 $\pm$ 0.02,0.60 $\pm$ 0.02,0.63 $\pm$ 0.04,0.81 $\pm$ 0.04,0.83 $\pm$ 0.03
ge,LogisticRegressionRidge,SMOTE,0.47 $\pm$ 0.09,0.54 $\pm$ 0.01,0.56 $\pm$ 0.02,0.60 $\pm$ 0.01,0.70 $\pm$ 0.04,0.84 $\pm$ 0.05
ge,LogisticRegressionRidge,SVMSMOTE,0.49 $\pm$ 0.10,0.50 $\pm$ 0.01,0.48 $\pm$ 0.02,0.54 $\pm$ 0.02,0.70 $\pm$ 0.04,0.84 $\pm$ 0.04
ge,Multi-label ARAM,Natively Multilabel,0.37 $\pm$ 0.09,0.41 $\pm$ 0.15,0.32 $\pm$ 0.17,0.35 $\pm$ 0.06,0.40 $\pm$ 0.21,0.71 $\pm$ 0.06
ge,Multilabel k Nearest Neighbours,Natively Multilabel,0.34 $\pm$ 0.03,0.45 $\pm$ 0.18,0.38 $\pm$ 0.03,0.43 $\pm$ 0.03,0.43 $\pm$ 0.03,0.53 $\pm$ 0.03
ge,NaiveBayes,BorderlineSMOTE,0.70 $\pm$ 0.03,0.63 $\pm$ 0.03,0.60 $\pm$ 0.01,0.60 $\pm$ 0.00,0.71 $\pm$ 0.01,0.72 $\pm$ 0.04
ge,NaiveBayes,No Upsampling,0.70 $\pm$ 0.03,0.64 $\pm$ 0.02,0.62 $\pm$ 0.01,0.59 $\pm$ 0.01,0.68 $\pm$ 0.04,0.68 $\pm$ 0.03
ge,NaiveBayes,Random Oversampling,0.70 $\pm$ 0.03,0.62 $\pm$ 0.01,0.62 $\pm$ 0.02,0.58 $\pm$ 0.01,0.73 $\pm$ 0.01,0.69 $\pm$ 0.00
ge,NaiveBayes,SMOTE,0.70 $\pm$ 0.03,0.64 $\pm$ 0.03,0.62 $\pm$ 0.01,0.60 $\pm$ 0.00,0.67 $\pm$ 0.03,0.71 $\pm$ 0.04
ge,NaiveBayes,SVMSMOTE,0.70 $\pm$ 0.03,0.63 $\pm$ 0.02,0.62 $\pm$ 0.01,0.59 $\pm$ 0.01,0.68 $\pm$ 0.04,0.68 $\pm$ 0.03
ge,RandomForest,BorderlineSMOTE,0.41 $\pm$ 0.10,0.56 $\pm$ 0.01,0.55 $\pm$ 0.01,0.52 $\pm$ 0.03,0.49 $\pm$ 0.04,0.51 $\pm$ 0.01
ge,RandomForest,No Upsampling,0.50 $\pm$ 0.03,0.57 $\pm$ 0.07,0.54 $\pm$ 0.02,0.52 $\pm$ 0.03,0.52 $\pm$ 0.03,0.51 $\pm$ 0.04
ge,RandomForest,Random Oversampling,0.37 $\pm$ 0.14,0.54 $\pm$ 0.04,0.53 $\pm$ 0.01,0.51 $\pm$ 0.04,0.52 $\pm$ 0.04,0.52 $\pm$ 0.05
ge,RandomForest,SMOTE,0.45 $\pm$ 0.12,0.54 $\pm$ 0.01,0.53 $\pm$ 0.03,0.51 $\pm$ 0.02,0.50 $\pm$ 0.05,0.52 $\pm$ 0.05
ge,RandomForest,SVMSMOTE,0.46 $\pm$ 0.08,0.57 $\pm$ 0.07,0.53 $\pm$ 0.02,0.52 $\pm$ 0.02,0.50 $\pm$ 0.03,0.51 $\pm$ 0.03
ge,RidgeClassifier,BorderlineSMOTE,0.54 $\pm$ 0.02,0.39 $\pm$ 0.03,0.41 $\pm$ 0.02,0.47 $\pm$ 0.01,0.51 $\pm$ 0.03,0.56 $\pm$ 0.02
ge,RidgeClassifier,No Upsampling,0.46 $\pm$ 0.07,0.39 $\pm$ 0.04,0.40 $\pm$ 0.02,0.47 $\pm$ 0.01,0.50 $\pm$ 0.05,0.57 $\pm$ 0.03
ge,RidgeClassifier,Random Oversampling,0.59 $\pm$ 0.01,0.39 $\pm$ 0.03,0.39 $\pm$ 0.03,0.47 $\pm$ 0.01,0.49 $\pm$ 0.04,0.56 $\pm$ 0.01
ge,RidgeClassifier,SMOTE,0.53 $\pm$ 0.00,0.38 $\pm$ 0.04,0.40 $\pm$ 0.02,0.47 $\pm$ 0.01,0.50 $\pm$ 0.04,0.55 $\pm$ 0.03
ge,RidgeClassifier,SVMSMOTE,0.52 $\pm$ 0.03,0.39 $\pm$ 0.03,0.39 $\pm$ 0.02,0.47 $\pm$ 0.01,0.47 $\pm$ 0.02,0.55 $\pm$ 0.02
ge,SVM,BorderlineSMOTE,0.53 $\pm$ 0.02,0.57 $\pm$ 0.02,0.57 $\pm$ 0.03,0.59 $\pm$ 0.04,0.57 $\pm$ 0.05,0.63 $\pm$ 0.06
ge,SVM,No Upsampling,0.54 $\pm$ 0.02,0.58 $\pm$ 0.01,0.55 $\pm$ 0.02,0.57 $\pm$ 0.03,0.57 $\pm$ 0.02,0.66 $\pm$ 0.03
ge,SVM,RakelD Partitioning of labels,0.51 $\pm$ 0.02,0.59 $\pm$ 0.01,0.58 $\pm$ 0.02,0.57 $\pm$ 0.04,0.60 $\pm$ 0.02,0.68 $\pm$ 0.05
ge,SVM,Random Oversampling,0.56 $\pm$ 0.04,0.61 $\pm$ 0.02,0.57 $\pm$ 0.03,0.58 $\pm$ 0.02,0.59 $\pm$ 0.01,0.64 $\pm$ 0.03
ge,SVM,SMOTE,0.56 $\pm$ 0.05,0.54 $\pm$ 0.01,0.58 $\pm$ 0.02,0.60 $\pm$ 0.03,0.64 $\pm$ 0.01,0.64 $\pm$ 0.03
ge,SVM,SVMSMOTE,0.57 $\pm$ 0.02,0.57 $\pm$ 0.01,0.57 $\pm$ 0.03,0.57 $\pm$ 0.03,0.57 $\pm$ 0.00,0.64 $\pm$ 0.04
ge,XGBoost,BorderlineSMOTE,**0.95 $\pm$ 0.02**,0.84 $\pm$ 0.02,0.85 $\pm$ 0.05,0.78 $\pm$ 0.03,0.78 $\pm$ 0.09,0.76 $\pm$ 0.08
ge,XGBoost,No Upsampling,0.92 $\pm$ 0.01,0.83 $\pm$ 0.07,0.80 $\pm$ 0.05,0.79 $\pm$ 0.04,0.84 $\pm$ 0.05,0.78 $\pm$ 0.06
ge,XGBoost,Random Oversampling,**0.95 $\pm$ 0.02**,0.86 $\pm$ 0.03,0.82 $\pm$ 0.05,0.76 $\pm$ 0.02,0.83 $\pm$ 0.03,0.66 $\pm$ 0.06
ge,XGBoost,SMOTE,0.91 $\pm$ 0.03,0.89 $\pm$ 0.03,0.84 $\pm$ 0.07,0.82 $\pm$ 0.06,0.83 $\pm$ 0.03,0.69 $\pm$ 0.04
ge,XGBoost,SVMSMOTE,0.90 $\pm$ 0.04,0.85 $\pm$ 0.05,0.85 $\pm$ 0.04,0.83 $\pm$ 0.04,0.84 $\pm$ 0.04,0.69 $\pm$ 0.04
it,Binary Relevance kNN,Natively Multilabel,0.31 $\pm$ 0.02,0.28 $\pm$ 0.04,0.36 $\pm$ 0.03,0.38 $\pm$ 0.02,0.35 $\pm$ 0.03,0.44 $\pm$ 0.03
it,ComplementNB,RakelD Partitioning of labels,0.61 $\pm$ 0.06,0.66 $\pm$ 0.01,0.60 $\pm$ 0.04,0.63 $\pm$ 0.04,0.67 $\pm$ 0.00,0.61 $\pm$ 0.01
it,KNN,BorderlineSMOTE,0.67 $\pm$ 0.05,0.89 $\pm$ 0.16,0.73 $\pm$ 0.19,0.71 $\pm$ 0.02,0.70 $\pm$ 0.02,0.79 $\pm$ 0.06
it,KNN,No Upsampling,0.36 $\pm$ 0.02,0.40 $\pm$ 0.06,0.39 $\pm$ 0.05,0.44 $\pm$ 0.02,0.48 $\pm$ 0.02,0.49 $\pm$ 0.01
it,KNN,Random Oversampling,0.61 $\pm$ 0.07,0.60 $\pm$ 0.01,0.61 $\pm$ 0.02,0.65 $\pm$ 0.03,0.69 $\pm$ 0.01,0.74 $\pm$ 0.03
it,KNN,SMOTE,0.78 $\pm$ 0.14,0.74 $\pm$ 0.19,0.60 $\pm$ 0.02,0.71 $\pm$ 0.03,0.70 $\pm$ 0.02,0.82 $\pm$ 0.02
it,KNN,SVMSMOTE,0.80 $\pm$ 0.22,**0.99 $\pm$ 0.00**,**0.99 $\pm$ 0.01**,0.59 $\pm$ 0.04,0.57 $\pm$ 0.03,0.74 $\pm$ 0.05
it,LinearSVM,BorderlineSMOTE,0.51 $\pm$ 0.03,0.64 $\pm$ 0.03,0.60 $\pm$ 0.03,0.67 $\pm$ 0.03,0.69 $\pm$ 0.06,0.75 $\pm$ 0.03
it,LinearSVM,No Upsampling,0.54 $\pm$ 0.03,0.64 $\pm$ 0.03,0.63 $\pm$ 0.02,0.65 $\pm$ 0.03,0.70 $\pm$ 0.05,0.73 $\pm$ 0.07
it,LinearSVM,RakelD Partitioning of labels,0.54 $\pm$ 0.02,0.64 $\pm$ 0.03,0.63 $\pm$ 0.02,0.64 $\pm$ 0.03,0.69 $\pm$ 0.07,0.70 $\pm$ 0.04
it,LinearSVM,Random Oversampling,0.54 $\pm$ 0.01,0.62 $\pm$ 0.02,0.61 $\pm$ 0.02,0.68 $\pm$ 0.04,0.68 $\pm$ 0.05,0.72 $\pm$ 0.02
it,LinearSVM,SMOTE,0.51 $\pm$ 0.04,0.64 $\pm$ 0.03,0.58 $\pm$ 0.04,0.65 $\pm$ 0.00,0.68 $\pm$ 0.03,0.72 $\pm$ 0.02
it,LogisticRegression,BorderlineSMOTE,0.50 $\pm$ 0.02,0.46 $\pm$ 0.02,0.46 $\pm$ 0.01,0.49 $\pm$ 0.04,0.52 $\pm$ 0.04,0.56 $\pm$ 0.04
it,LogisticRegression,No Upsampling,0.49 $\pm$ 0.02,0.43 $\pm$ 0.01,0.39 $\pm$ 0.01,0.43 $\pm$ 0.02,0.45 $\pm$ 0.03,0.50 $\pm$ 0.04
it,LogisticRegression,Random Oversampling,0.48 $\pm$ 0.02,0.43 $\pm$ 0.01,0.38 $\pm$ 0.01,0.44 $\pm$ 0.02,0.46 $\pm$ 0.03,0.50 $\pm$ 0.04
it,LogisticRegression,SMOTE,0.50 $\pm$ 0.03,0.43 $\pm$ 0.01,0.39 $\pm$ 0.01,0.44 $\pm$ 0.03,0.46 $\pm$ 0.03,0.50 $\pm$ 0.03
it,LogisticRegression,SVMSMOTE,0.49 $\pm$ 0.02,0.43 $\pm$ 0.01,0.38 $\pm$ 0.01,0.42 $\pm$ 0.01,0.46 $\pm$ 0.02,0.50 $\pm$ 0.04
it,LogisticRegressionElasticNet,BorderlineSMOTE,0.50 $\pm$ 0.01,0.51 $\pm$ 0.03,0.52 $\pm$ 0.01,0.53 $\pm$ 0.01,0.52 $\pm$ 0.02,0.58 $\pm$ 0.02
it,LogisticRegressionElasticNet,No Upsampling,0.48 $\pm$ 0.02,0.51 $\pm$ 0.02,0.53 $\pm$ 0.01,0.59 $\pm$ 0.02,0.56 $\pm$ 0.02,0.64 $\pm$ 0.01
it,LogisticRegressionElasticNet,Random Oversampling,0.50 $\pm$ 0.02,0.48 $\pm$ 0.00,0.49 $\pm$ 0.02,0.53 $\pm$ 0.02,0.51 $\pm$ 0.03,0.59 $\pm$ 0.01
it,LogisticRegressionElasticNet,SMOTE,0.52 $\pm$ 0.04,0.47 $\pm$ 0.03,0.47 $\pm$ 0.02,0.52 $\pm$ 0.03,0.51 $\pm$ 0.01,0.58 $\pm$ 0.03
it,LogisticRegressionElasticNet,SVMSMOTE,0.49 $\pm$ 0.02,0.47 $\pm$ 0.02,0.47 $\pm$ 0.02,0.49 $\pm$ 0.02,0.52 $\pm$ 0.00,0.60 $\pm$ 0.03
it,LogisticRegressionLasso,BorderlineSMOTE,0.50 $\pm$ 0.02,0.48 $\pm$ 0.02,0.50 $\pm$ 0.02,0.55 $\pm$ 0.01,0.52 $\pm$ 0.02,0.62 $\pm$ 0.02
it,LogisticRegressionLasso,No Upsampling,0.48 $\pm$ 0.02,0.47 $\pm$ 0.01,0.48 $\pm$ 0.02,0.58 $\pm$ 0.02,0.55 $\pm$ 0.02,0.66 $\pm$ 0.04
it,LogisticRegressionLasso,Random Oversampling,0.49 $\pm$ 0.02,0.46 $\pm$ 0.02,0.47 $\pm$ 0.01,0.53 $\pm$ 0.01,0.52 $\pm$ 0.01,0.60 $\pm$ 0.04
it,LogisticRegressionLasso,SMOTE,0.52 $\pm$ 0.04,0.44 $\pm$ 0.04,0.46 $\pm$ 0.02,0.51 $\pm$ 0.01,0.51 $\pm$ 0.02,0.59 $\pm$ 0.03
it,LogisticRegressionLasso,SVMSMOTE,0.48 $\pm$ 0.01,0.46 $\pm$ 0.02,0.46 $\pm$ 0.01,0.50 $\pm$ 0.03,0.49 $\pm$ 0.01,0.57 $\pm$ 0.02
it,LogisticRegressionRidge,BorderlineSMOTE,0.54 $\pm$ 0.04,0.57 $\pm$ 0.03,0.60 $\pm$ 0.01,0.67 $\pm$ 0.04,0.69 $\pm$ 0.01,0.73 $\pm$ 0.02
it,LogisticRegressionRidge,No Upsampling,0.54 $\pm$ 0.03,0.64 $\pm$ 0.03,0.62 $\pm$ 0.04,0.66 $\pm$ 0.03,0.66 $\pm$ 0.06,0.71 $\pm$ 0.05
it,LogisticRegressionRidge,RakelD Partitioning of labels,0.58 $\pm$ 0.04,0.64 $\pm$ 0.01,0.65 $\pm$ 0.02,0.68 $\pm$ 0.03,0.72 $\pm$ 0.02,0.72 $\pm$ 0.05
it,LogisticRegressionRidge,Random Oversampling,0.54 $\pm$ 0.02,0.63 $\pm$ 0.02,0.63 $\pm$ 0.01,0.68 $\pm$ 0.02,0.73 $\pm$ 0.03,0.74 $\pm$ 0.03
it,LogisticRegressionRidge,SMOTE,0.51 $\pm$ 0.03,0.56 $\pm$ 0.02,0.53 $\pm$ 0.02,0.65 $\pm$ 0.03,0.64 $\pm$ 0.03,0.69 $\pm$ 0.02
it,LogisticRegressionRidge,SVMSMOTE,0.50 $\pm$ 0.04,0.51 $\pm$ 0.02,0.45 $\pm$ 0.02,0.59 $\pm$ 0.05,0.61 $\pm$ 0.07,0.70 $\pm$ 0.07
it,Multi-label ARAM,Natively Multilabel,0.73 $\pm$ 0.20,0.37 $\pm$ 0.20,0.54 $\pm$ 0.11,0.42 $\pm$ 0.11,0.66 $\pm$ 0.26,0.69 $\pm$ 0.07
it,Multilabel k Nearest Neighbours,Natively Multilabel,0.46 $\pm$ 0.07,0.53 $\pm$ 0.13,0.41 $\pm$ 0.03,0.44 $\pm$ 0.04,0.40 $\pm$ 0.05,0.48 $\pm$ 0.03
it,NaiveBayes,BorderlineSMOTE,0.66 $\pm$ 0.05,0.67 $\pm$ 0.03,0.62 $\pm$ 0.02,0.65 $\pm$ 0.05,0.65 $\pm$ 0.02,0.70 $\pm$ 0.02
it,NaiveBayes,No Upsampling,0.66 $\pm$ 0.07,0.62 $\pm$ 0.04,0.63 $\pm$ 0.01,0.64 $\pm$ 0.03,0.68 $\pm$ 0.03,0.66 $\pm$ 0.01
it,NaiveBayes,Random Oversampling,0.67 $\pm$ 0.06,0.62 $\pm$ 0.04,0.62 $\pm$ 0.01,0.64 $\pm$ 0.02,0.68 $\pm$ 0.01,0.63 $\pm$ 0.01
it,NaiveBayes,SMOTE,0.67 $\pm$ 0.05,0.62 $\pm$ 0.04,0.57 $\pm$ 0.02,0.62 $\pm$ 0.02,0.63 $\pm$ 0.01,0.66 $\pm$ 0.03
it,NaiveBayes,SVMSMOTE,0.66 $\pm$ 0.07,0.62 $\pm$ 0.04,0.63 $\pm$ 0.01,0.62 $\pm$ 0.01,0.67 $\pm$ 0.03,0.66 $\pm$ 0.01
it,RandomForest,BorderlineSMOTE,0.56 $\pm$ 0.05,0.49 $\pm$ 0.02,0.51 $\pm$ 0.03,0.51 $\pm$ 0.02,0.47 $\pm$ 0.02,0.52 $\pm$ 0.03
it,RandomForest,No Upsampling,0.49 $\pm$ 0.02,0.50 $\pm$ 0.03,0.49 $\pm$ 0.02,0.50 $\pm$ 0.01,0.49 $\pm$ 0.02,0.51 $\pm$ 0.05
it,RandomForest,Random Oversampling,0.47 $\pm$ 0.02,0.49 $\pm$ 0.03,0.51 $\pm$ 0.01,0.51 $\pm$ 0.03,0.49 $\pm$ 0.03,0.52 $\pm$ 0.02
it,RandomForest,SMOTE,0.47 $\pm$ 0.02,0.50 $\pm$ 0.04,0.50 $\pm$ 0.01,0.51 $\pm$ 0.02,0.48 $\pm$ 0.02,0.50 $\pm$ 0.03
it,RandomForest,SVMSMOTE,0.49 $\pm$ 0.02,0.49 $\pm$ 0.02,0.50 $\pm$ 0.02,0.49 $\pm$ 0.00,0.47 $\pm$ 0.03,0.52 $\pm$ 0.02
it,RidgeClassifier,BorderlineSMOTE,0.51 $\pm$ 0.02,0.47 $\pm$ 0.01,0.41 $\pm$ 0.02,0.49 $\pm$ 0.03,0.51 $\pm$ 0.02,0.53 $\pm$ 0.04
it,RidgeClassifier,No Upsampling,0.47 $\pm$ 0.04,0.48 $\pm$ 0.02,0.41 $\pm$ 0.02,0.50 $\pm$ 0.02,0.52 $\pm$ 0.02,0.54 $\pm$ 0.03
it,RidgeClassifier,Random Oversampling,0.52 $\pm$ 0.04,0.45 $\pm$ 0.02,0.39 $\pm$ 0.02,0.47 $\pm$ 0.03,0.49 $\pm$ 0.01,0.50 $\pm$ 0.03
it,RidgeClassifier,SMOTE,0.52 $\pm$ 0.03,0.44 $\pm$ 0.02,0.39 $\pm$ 0.02,0.45 $\pm$ 0.04,0.48 $\pm$ 0.02,0.51 $\pm$ 0.03
it,RidgeClassifier,SVMSMOTE,0.51 $\pm$ 0.04,0.46 $\pm$ 0.01,0.37 $\pm$ 0.02,0.45 $\pm$ 0.04,0.48 $\pm$ 0.01,0.50 $\pm$ 0.03
it,SVM,BorderlineSMOTE,0.53 $\pm$ 0.06,0.60 $\pm$ 0.05,0.58 $\pm$ 0.03,0.61 $\pm$ 0.01,0.62 $\pm$ 0.04,0.60 $\pm$ 0.06
it,SVM,No Upsampling,0.56 $\pm$ 0.05,0.57 $\pm$ 0.02,0.57 $\pm$ 0.02,0.62 $\pm$ 0.01,0.64 $\pm$ 0.01,0.63 $\pm$ 0.03
it,SVM,RakelD Partitioning of labels,0.56 $\pm$ 0.03,0.58 $\pm$ 0.04,0.55 $\pm$ 0.03,0.62 $\pm$ 0.02,0.62 $\pm$ 0.01,0.62 $\pm$ 0.02
it,SVM,Random Oversampling,0.57 $\pm$ 0.03,0.59 $\pm$ 0.03,0.58 $\pm$ 0.04,0.61 $\pm$ 0.03,0.63 $\pm$ 0.03,0.64 $\pm$ 0.02
it,SVM,SMOTE,0.56 $\pm$ 0.05,0.57 $\pm$ 0.04,0.58 $\pm$ 0.02,0.62 $\pm$ 0.03,0.56 $\pm$ 0.05,0.65 $\pm$ 0.02
it,SVM,SVMSMOTE,0.54 $\pm$ 0.05,0.56 $\pm$ 0.03,0.54 $\pm$ 0.05,0.61 $\pm$ 0.02,0.62 $\pm$ 0.02,0.62 $\pm$ 0.06
it,XGBoost,BorderlineSMOTE,0.87 $\pm$ 0.04,0.74 $\pm$ 0.07,0.67 $\pm$ 0.02,0.70 $\pm$ 0.02,0.72 $\pm$ 0.06,0.64 $\pm$ 0.02
it,XGBoost,No Upsampling,0.80 $\pm$ 0.03,0.71 $\pm$ 0.03,0.69 $\pm$ 0.06,0.71 $\pm$ 0.02,0.72 $\pm$ 0.05,0.60 $\pm$ 0.01
it,XGBoost,Random Oversampling,0.86 $\pm$ 0.06,0.69 $\pm$ 0.03,0.68 $\pm$ 0.09,0.70 $\pm$ 0.02,0.73 $\pm$ 0.03,0.66 $\pm$ 0.02
it,XGBoost,SMOTE,0.86 $\pm$ 0.08,0.69 $\pm$ 0.01,0.65 $\pm$ 0.04,0.68 $\pm$ 0.01,0.69 $\pm$ 0.03,0.66 $\pm$ 0.02
it,XGBoost,SVMSMOTE,0.79 $\pm$ 0.08,0.72 $\pm$ 0.04,0.66 $\pm$ 0.06,0.67 $\pm$ 0.04,0.67 $\pm$ 0.05,0.65 $\pm$ 0.03
po,Binary Relevance kNN,Natively Multilabel,0.50 $\pm$ 0.17,0.47 $\pm$ 0.07,0.46 $\pm$ 0.07,0.37 $\pm$ 0.06,0.46 $\pm$ 0.04,0.54 $\pm$ 0.04
po,ComplementNB,RakelD Partitioning of labels,0.56 $\pm$ 0.02,0.61 $\pm$ 0.04,0.62 $\pm$ 0.03,0.66 $\pm$ 0.01,0.69 $\pm$ 0.01,0.70 $\pm$ 0.01
po,KNN,BorderlineSMOTE,0.58 $\pm$ 0.04,0.57 $\pm$ 0.02,0.57 $\pm$ 0.04,0.68 $\pm$ 0.02,0.78 $\pm$ 0.04,0.84 $\pm$ 0.03
po,KNN,No Upsampling,0.48 $\pm$ 0.00,0.50 $\pm$ 0.03,0.49 $\pm$ 0.02,0.49 $\pm$ 0.04,0.58 $\pm$ 0.01,0.64 $\pm$ 0.02
po,KNN,Random Oversampling,0.57 $\pm$ 0.04,0.59 $\pm$ 0.03,0.57 $\pm$ 0.01,0.64 $\pm$ 0.04,0.78 $\pm$ 0.03,0.86 $\pm$ 0.01
po,KNN,SMOTE,0.63 $\pm$ 0.02,0.57 $\pm$ 0.04,0.57 $\pm$ 0.01,0.66 $\pm$ 0.04,0.82 $\pm$ 0.02,0.84 $\pm$ 0.06
po,KNN,SVMSMOTE,0.50 $\pm$ 0.03,0.49 $\pm$ 0.04,0.52 $\pm$ 0.01,0.56 $\pm$ 0.03,0.77 $\pm$ 0.05,0.82 $\pm$ 0.02
po,LinearSVM,BorderlineSMOTE,0.50 $\pm$ 0.02,0.60 $\pm$ 0.05,0.58 $\pm$ 0.02,0.68 $\pm$ 0.03,0.81 $\pm$ 0.01,0.80 $\pm$ 0.05
po,LinearSVM,No Upsampling,0.51 $\pm$ 0.03,0.62 $\pm$ 0.04,0.57 $\pm$ 0.02,0.69 $\pm$ 0.01,0.80 $\pm$ 0.02,0.83 $\pm$ 0.02
po,LinearSVM,RakelD Partitioning of labels,0.52 $\pm$ 0.02,0.59 $\pm$ 0.05,0.61 $\pm$ 0.01,0.69 $\pm$ 0.01,0.82 $\pm$ 0.01,0.86 $\pm$ 0.02
